indType,jsonPhotos,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,numNumber,prop_char_1,prop_char_2,prop_char_5,prop_char_176,prop_char_12,totalGarages,totalRooms,valLocation,idtProperty,latitude,longitude,totalAccess,flgHighlight,idtExternal,namCondominium,prop_char_95,valCondominium,valMonthIptu,flgReservedLocation,valSales,desTitleSite,urlVideo
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12674/a32c8b0a743c8b6ca2c1a5ba6d1ac6b0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12674/2e5aebcb5b169916a27e026e6875e31c.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12674/3da65ceca709eb38b4f9cc024f838bb9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12674/384445925863756f503d72e30c13bb79.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12674/0c831322b436f7a9b3958b625bbc2212.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim São Carlos,São Paulo,Rua Jesuíno de Arruda,Padrão,1365,,60,2,1,1,1,2,1120,12674,-22.0197100000000,-47.8975700000000,20,0,12674,Edifico Heloisa ,60,560,78,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12666/1604019763329.jpeg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12666/1604019763585.jpeg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12666/1604019763881.jpeg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12666/1604019764087.jpeg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12666/1604019764270.jpeg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,RUA HENRIQUE GREGORI,Padrão,809,40,,2,1,,,2,1045,12666,-22.0294200000000,-47.9051600000000,904,0,12666,,,,50,0,,,
SL,"[{""idtCondominiumPhotos"":10281,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/13/f1dc273dba822626ba45066af505bd22.jpg"",""flgNotShowSite"":0,""namFile"":""f1dc273dba822626ba45066af505bd22.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10282,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/13/d9d3589cbdf1604e7101b0152537f13f.jpg"",""flgNotShowSite"":0,""namFile"":""d9d3589cbdf1604e7101b0152537f13f.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10283,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/13/15bef5900fa636fd11a3dd6f2dd9d88e.jpg"",""flgNotShowSite"":0,""namFile"":""15bef5900fa636fd11a3dd6f2dd9d88e.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":4478,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/13/607be0e9dcc996e209902feed3e65a04.jpg"",""flgNotShowSite"":0,""namFile"":""607be0e9dcc996e209902feed3e65a04.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":4479,""numOrder"":5,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/13/f1e65163ddf63a4672dfa9e083e109a.jpg"",""flgNotShowSite"":0,""namFile"":""f1e65163ddf63a4672dfa9e083e109a.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Palmeiras,Padrão,55,,139,2,3,2,2,4,3334,12587,-22.0177026699189,-47.9185009002686,1865,0,12587,Edifício Central Park,139,0,0,,650000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12496/2b514e425f67794ca4431e432ed163bd.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12496/ee0b97ed75b997da3d754fa9f323ef61.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12496/62482d82d99317d20883f9c39dcf4595.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12496/5abf1748b5d12065c1e8ef49ddac0784.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12496/097f6e25f368553b0c061b4e340c47c3.jpg"",""flgNotShowSite"":0}]",Terreno,São Carlos,1,CENTRO,São Paulo,RUA SETE DE SETEMBRO,Padrão,2181,75,250,,,,,,6112,12496,-22.0158800000000,-47.8891000000000,93,0,12496,,,,449.37,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12414/6df65c04a9cefb5781277a306677a391.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12414/32f6544e70f0a901abb8106aa68d59e3.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12414/7f69ab5451216a347a2757f3b369c3b2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12414/b77eb4f075c13b941958ab7c11bd4460.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12414/5403760f993d3867a605cf3a26da5813.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,CENTRO,São Paulo,AV. DOUTOR CARLOS BOTELHO,Sala,1332,,25,,1,,,,2445,12414,-22.0115500000000,-47.8977100000000,51,0,12414,,,,112,0,,,
L,"[{""idtCondominiumPhotos"":20214,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/332/60db2db5656737819b7ed2b3c67588bc.jpg"",""flgNotShowSite"":0,""namFile"":""60db2db5656737819b7ed2b3c67588bc.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20215,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/332/a23a812f6f68eab821407e2aa4c2658c.jpg"",""flgNotShowSite"":0,""namFile"":""a23a812f6f68eab821407e2aa4c2658c.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12398/cca87516f58b32742a5a001a82cd70f7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12398/56fdd101a98d11610e256fb003fd74b7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12398/7a3e3854de19ee20bde44a361e39f80f.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,CENTRO,São Paulo,Rua Episcopal,Padrão,2542,,40,1,1,,,1,778,12398,,,804,0,12398,Edifício Primavera 5,40,110,15.94,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12374/ebff820d94bc42ac7b618b83518efcd6.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12374/537889024ce3880d05a01d894c49bebf.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12374/c4556e96b47d748c1ecb6257942c696b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12374/2fb3cc3649fa89fb6826694180ccbb76.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12374/0bd6aae2d65ace569bab27abf0d67d85.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim São Paulo,São Paulo,RUA SALOMÃO ASSEF,Galpão,51,,300,,4,,,,3334,12374,-22.0356100000000,-47.8728000000000,320,0,12374,,300,,307.28,0,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12088/1604006751393.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12088/1604006751706.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12088/1604006751976.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12088/1604006752251.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12088/1604006752557.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,CENTRO,São Paulo,RUA SETE DE SETEMBRO,Padrão,2474,420,582,3,4,8,8,4,12000,12088,-22.0160600000000,-47.8863500000000,3197,0,12088,,,,0,,1200000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12083/cf373a0ccb4e0655f92ac6cc73d296fa.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12083/ebf8782199b09fc64b7d4f9e3035191c.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12083/a8bd0b885b57d84be1079f9d92cb8375.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12083/aed966ab4336cab8944003297a11d3c3.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/12083/85af4c8b2e1acd1b41639e6c7d7710f7.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim São Carlos,São Paulo,Rua Jesuíno de Arruda,Padrão,1365,,55,2,1,1,1,2,778,12083,-22.0197100000000,-47.8975700000000,666,0,12083,Edifico Heloisa ,55,295.45,56.7,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11980/1604006127834.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11980/1604006128136.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11980/1604006128489.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11980/1604006128789.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11980/1604006129083.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,CENTRO,São Paulo,RUA AQUIDABAN,Padrão,366,110,,2,3,0,0,3,1667,11980,-22.0209700000000,-47.8944800000000,3696,0,11980,,,,0,,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11899/1604006172247.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11899/1604006172482.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11899/1604006172762.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11899/1604006172972.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11899/1604006173235.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Parque Santa Mônica,São Paulo,RUA PROFESSOR ERNFRID FRICK,Padrão,481,600,600,4,9,,,8,7778,11899,-22.0127200000000,-47.9035400000000,551,0,11899,,,,800,0,2130000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11867/1604005893391.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11867/1604005893705.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11867/1604005893967.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11867/1604005894290.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11867/1604005894597.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim Paraíso,São Paulo,Rua Professora Nicoleta Stella Germano,Padrão,70,,87.42,2,3,1,1,3,1223,11867,,,23,1,11867,Edifício Guilherme Marconi,87.42,303,102,0,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11848/03666c0021efc7c8c1afbd8ad09feaf3.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11848/b548c0633dd243942ee47b3dd8ec9d41.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11848/c2c139b7fd4c3510f0bc62cf8dcbd431.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11848/3bed784a44cf8d3e6273d04226777139.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11848/38314b6c6338e146f818381959b58621.jpg"",""flgNotShowSite"":0}]",Terreno,São Carlos,1,Cidade Jardim,São Paulo,Rua das Orquídeas,Padrão,0,,360,,,,,,556,11848,-21.9993800000000,-47.8929600000000,1312,0,11848,,,,90,0,360000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11601/1604005336188.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11601/1604036606774.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11601/1604036606988.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11601/1604036607189.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11601/1604036607387.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,CENTRO,São Paulo,AV. AVENIDA SÃO CARLOS,Salão,1153,,400,,0,60,60,,9500,11601,-22.0231800000000,-47.8907100000000,613,0,11601,,280,,704,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11318/1604004837916.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11318/1604004838189.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11318/1604004838500.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11318/1604004838823.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11318/1604004839171.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Cidade Jardim,São Paulo,Al DAS CRISANDÁLIAS,Padrão,557,,50,1,1,,,1,1223,11318,-22.0025500000000,-47.8948900000000,183,0,11318,Edifício Heden I,50,161,28,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11212/1604004542969.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11212/1604004543283.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11212/1604004543602.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11212/1604004543908.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11212/1604004544194.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim São Carlos,São Paulo,RUA CONDE DO PINHAL,Padrão,1815,,40,1,1,,,1,1223,11212,-22.0177700000000,-47.8925300000000,330,0,11212,Edifício Regency Residence ,40,350,,0,,,
L,"[{""idtCondominiumPhotos"":10513,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/315652fe4d0a31a3f07f5725cc63d624.jpg"",""flgNotShowSite"":0,""namFile"":""315652fe4d0a31a3f07f5725cc63d624.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10514,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/36a28617f258464c614c9e5b2235dcbc.jpg"",""flgNotShowSite"":0,""namFile"":""36a28617f258464c614c9e5b2235dcbc.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10515,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/4aeea1740b7eec19f9639124d15feefb.jpg"",""flgNotShowSite"":0,""namFile"":""4aeea1740b7eec19f9639124d15feefb.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11194/1aedaa4deb09696baeb44f058e1cd974.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11194/1ac50efef438a11838c0a1fff3b2c90d.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Ipanema,São Paulo,Avenida Otto Werner Rosel,Padrão,1455,42,,2,1,1,1,2,779,11194,-21.9799263304726,-47.9420238733292,459,0,11194,Moradas São Carlos I,,166,24,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11143/1604004946495.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11143/1604004946801.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11143/1604004947114.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11143/1604004947401.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11143/1604004947713.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,ARNOLD SCHIMIDT,São Paulo,RUA JOSÉ ALVAREZ MACIEL,Padrão,60,140,,3,3,2,2,3,2001,11143,-22.0000700000000,-47.8979600000000,2753,0,11143,,,,0,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11051/1604005353270.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11051/1604005353595.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11051/1604005353873.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11051/1604005354164.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/11051/1604005354491.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,CENTRO,São Paulo,Rua Episcopal,Padrão,1700,,116,3,3,,,4,1778,11051,-22.0155900000000,-47.8916500000000,67,0,11051,Edifício Ipanema ,116,1117,211,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10901/1604005126138.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10901/ca8a9527ad82baa3ccad06f2db31f5a1.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10901/16067271cde5e4adbc5a32bf1903e817.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10901/a1c298366922552d5bd5a11c76c83f9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10901/2c0298813397e60bc508f897e69d94e8.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Cidade Jardim,São Paulo,Al ALAMEDA DAS ROSAS,Padrão,536,250,300,4,3,3,3,4,3500,10901,-21.9988800000000,-47.8957100000000,533,0,10901,,,,188.65,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10852/1604004718556.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10852/57e4cd9868f48b69931631b928da78b7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10852/c9583071ac7129c1483f100eb3572a44.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10852/65f8c71887dd40308c59f210d6df0b4b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10852/befe17dc54495142303675b0020b57b2.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim Bandeirantes,São Paulo,RUA MIGUEL PETRONI,Sala,1465,,15,,1,0,0,,667,10852,-22.0017300000000,-47.9046000000000,34,1,10852,,15,,,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10734/c7a6d642842eb603f85b2f1f604242b1.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10734/e228f2d1e38ea70cf543b374e910ca8e.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10734/ecefa589d4fa7003930febc5a7569de7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10734/aee917f732a06d2886b9a765db420a81.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/10734/f7fc75b333d045e6d29cce16b41dc7d6.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Lutfalla,São Paulo,RUA CÉZAR RICOMI,Padrão,211,110,110,3,2,1,1,4,2601,10734,-22.0049400000000,-47.8915500000000,956,0,10734,,,,94.71,0,,,
