indType,jsonPhotos,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,numNumber,prop_char_1,prop_char_2,prop_char_5,prop_char_176,prop_char_12,totalGarages,totalRooms,valLocation,idtProperty,latitude,longitude,totalAccess,flgHighlight,idtExternal,namCondominium,prop_char_95,valCondominium,valMonthIptu,flgReservedLocation,valSales,desTitleSite,urlVideo
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66294/c36da7c9bb7eef52baa1c13fcae197bd.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66294/aa45db02c4d2a963dd90403628938e83.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66294/eecaf056e4236c0350d9d777f87e9c75.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66294/b75e97c92d7dfd5bbf57858d82b7fb97.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66294/a3afe8af8b49c7549bf886a8c84f3cc1.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim de Cresci,São Paulo,Avenida Mário Gaspar,Barracão,393,,396,,2,,,,5556,66294,-22.0279380000000,-47.8599264000000,74,0,,,396,,198,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66292/46c24be74aa7b131b6d84c52d17af730.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66292/ea9cbf566692364025c5478aebfe41b6.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66292/4bda09392a2903894da0428e4e3ba778.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66292/ad6fcbfa8acc7dfb2478e35dd25c1cb0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66292/d85d2913598c7fe0468e5f9de63cbf7f.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Parque Tecnológico Damha,São Paulo,Alameda Sinlioku Tanaka,Barracão,202,,2505.27,,4,,,,73780,66292,-21.9567400000000,-47.8911200000000,19,0,,Condomínio Eco Tecnológico Damha II,3689.46,2044,3182,,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66280/fb344555ddf6ff01882f39989b7bbc89.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66280/1c2007ffa3a2a564452cf7796cd0fb05.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66280/fc61b138cd837241d013cce03264688b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66280/1c5901b5338d36c7718f558ea8215fa7.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66280/47c20247542c45f32dea8e8c484694f6.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,CENTRO,São Paulo,RUA RIACHUELO,Salão,662,,360,,3,6,6,,7000,66280,-22.0165400000000,-47.8956300000000,133,0,,,250,,,,1400000,,
L,"[{""idtCondominiumPhotos"":9383,""numOrder"":15,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/439/650e48801a8a0eed6b626604a01ea084.jpg"",""flgNotShowSite"":0,""namFile"":""650e48801a8a0eed6b626604a01ea084.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":9384,""numOrder"":16,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/439/45b90d3bf0bd1b18562a6332ba7908d5.jpg"",""flgNotShowSite"":0,""namFile"":""45b90d3bf0bd1b18562a6332ba7908d5.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":9385,""numOrder"":17,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/439/683478ceaa63e2e0204c7ca6eb86aa27.jpg"",""flgNotShowSite"":0,""namFile"":""683478ceaa63e2e0204c7ca6eb86aa27.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":9386,""numOrder"":18,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/439/d727c2c4dc5a9c9570920cad2a58b4d4.jpg"",""flgNotShowSite"":0,""namFile"":""d727c2c4dc5a9c9570920cad2a58b4d4.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":9387,""numOrder"":19,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/439/bc21623ef0672559621d82878111eadb.jpg"",""flgNotShowSite"":0,""namFile"":""bc21623ef0672559621d82878111eadb.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Santa Mônica,São Paulo,Avenida Tancredo de Almeida Neves,Padrão,573,,80,3,2,2,2,4,1445,66279,-22.0199000000000,-47.9125800000000,138,0,,Residencial Dona Elisa ,80,400,68,,,,
L,"[{""idtCondominiumPhotos"":11299,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/62/974144c25225802cfe1f2e1c356ecc03.jpg"",""flgNotShowSite"":0,""namFile"":""974144c25225802cfe1f2e1c356ecc03.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66277/71f1f3576f713afe6c1b3cb2ac01f03e.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66277/f313baf37aa91b018131f36816718c92.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66277/246cf412bd23a9cc3fc506f2f4fe584d.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66277/0b8058ff2dadd27e7e14034d1a447c20.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,CENTRO,São Paulo,RUA QUINZE DE NOVEMBRO,Padrão,1526,,78,3,3,2,2,4,2778,66277,-22.0124900000000,-47.8956800000000,98,0,,Edifício Carmello Pizzonia ,78,1100,250,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66272/a05ae5ecfc124c39630a49c2947fbb2f.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66272/979e85825ea8f9c8695fe35bfd67f2cd.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66272/c84740f583394d27ef327c453a25bd4a.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66272/8310346b23e0a2debf533bede18042ea.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66272/c1d29e0d23aa965c78ee72d6186fcf79.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Cidade Jardim,São Paulo,Alameda dos Miosótis,Padrão,171,250,360,4,2,4,4,4,2778,66272,-22.0016100000000,-47.8938700000000,78,0,,,,,200,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66253/55db8f57f2824b65a47b394ed954ecd6.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66253/c7bd54ab2fc3578b7d61f38fc6576b83.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66253/c00287c0486e1df6847a70be101c8f77.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66253/f71c6609b27cd42f8a05b943dccf36df.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66253/ae03fe4ad84d3433aac56a154ff4dd9d.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Brasil,São Paulo,RUA TOTÓ LEITE,Padrão,2770,100,150,3,1,2,2,3,1334,66253,,,209,0,,,,,59.32,,,,
L,"[{""idtCondominiumPhotos"":11223,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/482/4570e7ceac7be31cc573bb692a704516.jpg"",""flgNotShowSite"":0,""namFile"":""4570e7ceac7be31cc573bb692a704516.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":11224,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/482/61d0a4e77d2f21070b7ebc461cb20d92.jpg"",""flgNotShowSite"":0,""namFile"":""61d0a4e77d2f21070b7ebc461cb20d92.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":11225,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/482/833bf70d3404f7d1cfcbda1c1a09f5e0.jpg"",""flgNotShowSite"":0,""namFile"":""833bf70d3404f7d1cfcbda1c1a09f5e0.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66252/7f23422f55161412d90fa594bac56640.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66252/a64c75e1f2311b2ca078a11afdc664a5.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Jardim Paraíso,São Paulo,RUA CONSELHEIRO JOÃO ALFREDO,Padrão,213,,35,1,1,,,1,1000,66252,-22.0079300000000,-47.9011000000000,164,0,,Residencial Beatriz ,35,120,120,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66243/e7f3c2287e281e9c05f8d29bc7ea6afa.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66243/ad11c9ca9d09c7d6dab6334d56b02bb2.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,CENTRO,São Paulo,AV. DOUTOR CARLOS BOTELHO,Sala,2173,,100,,1,,,,5540,66243,-22.0112600000000,-47.8894100000000,98,0,,,100,,150,,,,
SL,"[{""idtCondominiumPhotos"":20156,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2500/7442971ade366ed45a6758e18a823918.jpg"",""flgNotShowSite"":0,""namFile"":""7442971ade366ed45a6758e18a823918.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66231/3fed5551a0da03c277f8ed51846dc3fe.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66231/dc11833abc16129f2f8635aa16db91a9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66231/d33bd24958f787c3be5a4c1572f34673.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66231/ac76f62f5599afdbefc96887b4711b1b.jpg"",""flgNotShowSite"":0}]",Apartamentos,São Carlos,1,Romeu Santini,São Paulo,Rua Aurea Jorge Vanelli,Padrão,1,,55,2,1,1,1,2,667,66231,,,159,0,,Ed. Romeu Santini- Bloco 1,55,156,21,,128000,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66220/b4ea2cdf631f58ac4d5fbca83241c134.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66220/07ce1ab785d454fe033d6a37b161faca.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66220/1f19ef2bc9fb66479888e365a0e005d4.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66220/ca99bbbd3cca4ec81d417f4b5a507f44.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66220/b6f5b05e5cc8b085a8dab11b15c08b1f.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Rio Araguaia,Comercial,336,200,210,2,4,,,2,2700,66220,-21.9835700000000,-47.8993400000000,37,0,,,,,21,,,,
L,"[{""idtCondominiumPhotos"":10513,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/315652fe4d0a31a3f07f5725cc63d624.jpg"",""flgNotShowSite"":0,""namFile"":""315652fe4d0a31a3f07f5725cc63d624.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10514,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/36a28617f258464c614c9e5b2235dcbc.jpg"",""flgNotShowSite"":0,""namFile"":""36a28617f258464c614c9e5b2235dcbc.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":10515,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/305/4aeea1740b7eec19f9639124d15feefb.jpg"",""flgNotShowSite"":0,""namFile"":""4aeea1740b7eec19f9639124d15feefb.jpg"",""flgMainPicture"":1},{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66217/6ba859136da65e911e4f46007581defa.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66217/55b7a7a0189736612c6a1fafbc472929.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,1455,75,75,2,1,1,1,2,945,66217,-21.9848400000000,-47.9383400000000,645,0,,Moradas São Carlos I,,166,20,1,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66215/3026103ef0fadea187742a4713cc1eb9.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66215/7dd3f2f453ffcbe0d9e804bbf3bef17b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66215/646af92b0019a3a7146ceaee7c52b67c.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66215/8c523afb6ee678cdeff4a3e3aa3957db.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66215/7f3484e6288ed3e428597d0c4c996456.jpg"",""flgNotShowSite"":0}]",Comercial,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Rio Araguaia,Barracão,336,,150,,3,,,,2300,66215,-21.9835700000000,-47.8993400000000,28,0,,,150,,21,,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66213/c2600d923ba642e667cbaf05705fdb1f.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66213/dc7c126fb4b7d92efb1e42a2a18314d0.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66213/82b6083a1335edbac19837f199e9ed61.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66213/09edddd77390c923f83a8abf05ae86af.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66213/bc54661fe9efd9f046eecb067762e9e8.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Rio Araguaia,Padrão,336,50,60,2,1,,,2,889,66213,-21.9835700000000,-47.8993400000000,152,0,,,,,21,0,,,
L,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66202/c40141d9f0a1a5cd93cd2c345d3eabcc.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66202/ecb4134d5b3a15c39c3a4b56182a1199.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66202/dc38423e5bae6312e590be55f3ccceb2.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66202/6eb972eebf76ffcc18bd4b11f3379912.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66202/d4a7f47a46659ca7d4a4dd82a3a6d712.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim Centenário,São Paulo,RUA JORGE TIBIRIÇÁ,Padrão,105,180,250,2,2,2,2,3,1990,66202,-21.9996400000000,-47.9062400000000,178,0,,,,,84,,,,
SL,"[{""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66199/25acaca20b504ffe23a7d54a72276264.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66199/ef381e53bd820fb97df2aa214ba18e5b.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66199/644f9780e322d211b305eb1430456053.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66199/77661ac3d39865a44c1cb0a84e2ff411.jpg"",""flgNotShowSite"":0},{""desPhoto"":"" Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/imovel/fotos/66199/88de7b6307b1cdbffe2103b98ebc3af1.jpg"",""flgNotShowSite"":0}]",Casas,São Carlos,1,Jardim do Bosque,São Paulo,Luiz Gonzaga Grande Junior,Área de Lazer,137,70,253,1,1,6,6,1,1667,66199,,,47,1,,,,,,,320000,,
L,"[{""idtCondominiumPhotos"":20525,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/9fa4e446290dc299abdbd1ac5e9b32e2.jpg"",""flgNotShowSite"":0,""namFile"":""9fa4e446290dc299abdbd1ac5e9b32e2.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20526,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/283addeedb53785f193ed4af2ab25b0e.jpg"",""flgNotShowSite"":0,""namFile"":""283addeedb53785f193ed4af2ab25b0e.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20527,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/e7f285f3448180d21d51ed9d094cfd3a.jpg"",""flgNotShowSite"":0,""namFile"":""e7f285f3448180d21d51ed9d094cfd3a.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20528,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/10c734da7f465c2141ccd4c382ee4bd7.jpg"",""flgNotShowSite"":0,""namFile"":""10c734da7f465c2141ccd4c382ee4bd7.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20529,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2612/0d36f87ef551aad955465b6ff24ed4c7.jpg"",""flgNotShowSite"":0,""namFile"":""0d36f87ef551aad955465b6ff24ed4c7.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Parque Faber Castell,São Paulo,Avenida dos Sanhaços,Padrão,901,,50,2,1,1,1,2,2400,66195,-22.0149800000000,-47.9120300000000,120,0,,MONTE DOS PINHEIROS ,50,300,,,,,
L,"[{""idtCondominiumPhotos"":19335,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2336/9ee9f19aad47b8b5cd71cf46ba42e5b2.jpg"",""flgNotShowSite"":0,""namFile"":""9ee9f19aad47b8b5cd71cf46ba42e5b2.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":19336,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2336/844ad6e547839e2619fbf40affa6b913.jpg"",""flgNotShowSite"":0,""namFile"":""844ad6e547839e2619fbf40affa6b913.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":19602,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2336/a8dfbd8b6f25aef79c4433d7aeba0760.jpg"",""flgNotShowSite"":0,""namFile"":""a8dfbd8b6f25aef79c4433d7aeba0760.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":19603,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2336/8d52b6a82a336f81de76bdbeb53011f0.jpg"",""flgNotShowSite"":0,""namFile"":""8d52b6a82a336f81de76bdbeb53011f0.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":19604,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/2336/cda672d98fd47b337c67481adffe2ac5.jpg"",""flgNotShowSite"":0,""namFile"":""cda672d98fd47b337c67481adffe2ac5.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Chácara Parollo,São Paulo,RUA SÃO SEBASTIÃO,Padrão,880,,92,2,2,2,2,3,5000,66187,-22.0134600000000,-47.9015900000000,63,0,,Edifício Jairo Bianco,92,560,,,,,
L,"[{""idtCondominiumPhotos"":9533,""numOrder"":0,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/379/87984f1a23fdc7c09889dacd6d1d112b.jpg"",""flgNotShowSite"":0,""namFile"":""87984f1a23fdc7c09889dacd6d1d112b.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20375,""numOrder"":1,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/379/280029c8c10abaa1e9897817870a6fdd.jpg"",""flgNotShowSite"":0,""namFile"":""280029c8c10abaa1e9897817870a6fdd.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20376,""numOrder"":2,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/379/7d61f74a15cb1a321b8d1ae054e6b3a0.jpg"",""flgNotShowSite"":0,""namFile"":""7d61f74a15cb1a321b8d1ae054e6b3a0.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20377,""numOrder"":3,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/379/031e7963563be9cd848c5d44a1aedbe4.jpg"",""flgNotShowSite"":0,""namFile"":""031e7963563be9cd848c5d44a1aedbe4.jpg"",""flgMainPicture"":1},{""idtCondominiumPhotos"":20378,""numOrder"":4,""desPhoto"":""Foto"",""urlPhoto"":""https://s3.amazonaws.com/msys-imob-roca/condominio/fotos/379/7688aa05e142f2801b3382985c49b21a.jpg"",""flgNotShowSite"":0,""namFile"":""7688aa05e142f2801b3382985c49b21a.jpg"",""flgMainPicture"":1}]",Apartamentos,São Carlos,1,Centreville,São Paulo,Rua José Rodrigues Sampaio,Padrão,777,,109,3,3,1,1,4,3334,66170,-22.0251349000000,-47.8821328000000,108,0,,Aurora Gardens Residential Club ,109,527,410,,,,
