indType,namCategory,namCity,idtCity,namDistrict,namState,namStreet,namSubCategory,Area,Total_area,Bedrooms,Bathrooms,Garages,totalGarages,totalRooms,valSales,idtProperty
SL,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,300.0,500.0,4.0,4.0,4.0,4.0,8.0,4000000,66003
S,Casas,São Carlos,1,Jardim Araucária,São Paulo,Rua Benedito Aparecido dos Santos,Padrão,63.0,147.0,2.0,1.0,2.0,2.0,2.0,192000,66002
S,Casas,São Carlos,1,NSA APARECIDA,São Paulo,RUA CAJUDY LINS BARROS WANDERLEY,Padrão,187.0,250.0,3.0,2.0,0.0,0.0,4.0,530000,65997
S,Casas,São Carlos,1,Jardim Acapulco,São Paulo,RUA MADRE TEREZA DE CALCUTA,Padrão,142.62,268.85,3.0,2.0,2.0,2.0,4.0,700000,65989
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Carlos Luporini,Padrão,222.0,250.0,3.0,4.0,4.0,4.0,4.0,590000,65978
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA GENERAL OSÓRIO,Padrão,142.0,132.0,3.0,1.0,3.0,3.0,4.0,600000,65965
S,Casas,São Carlos,1,Jardim Araucária,São Paulo,Rua Pastor Cícero Guedes Ribeiro,Padrão,130.0,150.0,3.0,3.0,2.0,2.0,5.0,266000,65958
S,Casas,São Carlos,1,Jardim das Torres Prolongamento,São Paulo,Rua Luiz Corneta,Padrão,210.0,250.0,4.0,3.0,4.0,4.0,5.0,420000,65953
S,Casas,São Carlos,1,Portal do Sol,São Paulo,Avenida José Fortuna,Padrão,80.0,150.0,2.0,1.0,2.0,2.0,2.0,450000,65950
SL,Casas,São Carlos,1,Vila Prado,São Paulo,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,80.0,100.0,2.0,1.0,1.0,1.0,2.0,230000,65948
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,100.0,150.0,3.0,2.0,2.0,2.0,4.0,320000,65939
S,Casas,São Carlos,1,Jardim Medeiros,São Paulo,RUA ORLANDO PEDRESCHI,Padrão,90.47,138.0,2.0,1.0,2.0,2.0,2.0,290000,65929
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Sobrado Condomínio,270.5,388.42,4.0,5.0,4.0,4.0,8.0,1910000,65920
S,Casas,São Carlos,1,Loteamento Albertini,São Paulo,TVS ANTÔNIO GUARANTINI,Padrão,150.0,295.0,4.0,6.0,2.0,2.0,8.0,600000,65918
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Padrão,89.0,150.0,2.0,1.0,2.0,2.0,2.0,280000,65905
S,Casas,São Carlos,1,ROMEU TORTORELLI,São Paulo,Rua Luiz Carlos Bortolani,Padrão,80.0,160.0,2.0,1.0,2.0,2.0,3.0,299000,65902
S,Casas,São Carlos,1,Parque Santa Marta,São Paulo,Avenida Américo Walter Buchvieser,Padrão,333.0,372.6,4.0,3.0,4.0,4.0,5.0,895000,65897
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,82.0,160.0,3.0,2.0,0.0,0.0,4.0,280000,65884
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Gastão Vieira,Padrão,162.77,132.0,3.0,2.0,2.0,2.0,4.0,355000,65881
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,47.0,195.0,2.0,1.0,2.0,2.0,2.0,340000,65877
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,RUA PROFESSORA JANETE MARIA MARTINELLI LIA,Padrão,55.0,125.0,2.0,1.0,2.0,2.0,2.0,180000,65875
S,Casas,São Carlos,1,Loteamento Municipal São Carlos 3,São Paulo,Rua Danilo Mic'Alli,Condomínio,80.0,232.37,3.0,2.0,3.0,3.0,4.0,580000,65874
S,Casas,São Carlos,1,Jardim Nossa Senhora Aparecida,São Paulo,Rua Aristides de Santi,Condomínio,98.08,193.8,3.0,2.0,2.0,2.0,4.0,560000,65871
S,Casas,São Carlos,1,MIRANTE BELA VISTA,São Paulo,Rua José Ferrari,Padrão,166.0,274.0,2.0,2.0,4.0,4.0,2.0,400000,65865
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,Rua Martim Luther King,Padrão,82.57,125.0,2.0,2.0,2.0,2.0,2.0,260000,65863
S,Casas,São Carlos,1,JARDIM REAL,São Paulo,RUA CAETANO BARION,Padrão,216.83,155.7,2.0,2.0,2.0,2.0,3.0,511000,65858
S,Casas,São Carlos,1,Vila Prado,São Paulo,Rua José Benetti,Padrão,131.48,500.0,2.0,1.0,3.0,3.0,2.0,370000,65852
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Palmeiras,Condomínio,480.0,633.0,5.0,5.0,4.0,4.0,10.0,2990000,65845
S,Casas,São Carlos,1,Vila Monteiro (Gleba I),São Paulo,Rua São Joaquim,Padrão,137.44,284.2,2.0,1.0,1.0,1.0,2.0,405000,65844
S,Casas,São Carlos,1,Vila Monteiro (Gleba I),São Paulo,Rua São Joaquim,Padrão,154.91,282.75,2.0,1.0,1.0,1.0,2.0,405000,65842
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,RUA PEDRO APARECIDO GONZAGA,Padrão,100.0,250.0,3.0,2.0,3.0,3.0,4.0,200000,65832
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,90.0,140.0,3.0,2.0,2.0,2.0,3.0,400000,65831
S,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Av. AVENIDA PEDRO MUSZKAT,Condomínio,165.0,250.0,3.0,2.0,2.0,2.0,4.0,950000,65829
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,547200,65824
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,547200,65823
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,558600,65822
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,595000,65821
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,595000,65820
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,558600,65819
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,513000,65818
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,513000,65817
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,513000,65816
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,530100,65815
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,530100,65814
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,538650,65813
SL,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Avenida Eliza Gonzales Rabello,Condomínio,135.0,140.0,3.0,4.0,2.0,2.0,6.0,538650,65812
S,Casas,São Carlos,1,Jardim Macarengo,São Paulo,Rua Adolfo Catani,Padrão,226.0,226.0,3.0,3.0,2.0,2.0,5.0,720000,65787
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,RUA MAURO TOMAZI,Padrão,188.0,250.0,3.0,3.0,2.0,2.0,3.0,480000,65773
SL,Casas,São Carlos,1,Centro,São Paulo,RUA SETE DE SETEMBRO,Padrão,272.0,320.0,6.0,4.0,4.0,4.0,6.0,640000,65764
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,100.0,56.0,2.0,2.0,0.0,0.0,3.0,225000,65761
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,Rua Florisberto Aparecido da Silva,Sobrado,125.0,125.0,2.0,2.0,3.0,3.0,2.0,270000,65747
S,Casas,São Carlos,1,Parque Fehr,São Paulo,Rua Antônio Estrozi,Sobrado Condomínio,180.0,240.0,4.0,4.0,2.0,2.0,7.0,1020000,65740
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua João Ribeiro de Souza Filho,Padrão,120.0,250.0,2.0,1.0,2.0,2.0,2.0,320000,65735
S,Casas,São Carlos,1,Loteamento Habitacional São Carlos 1,São Paulo,RUA DOUTOR PROCÓPIO TOLEDO MALTA,Padrão,103.63,200.0,2.0,1.0,2.0,2.0,2.0,270000,65731
S,Casas,São Carlos,1,Jardim das Torres,São Paulo,Rua Doutor Gipsy Garcia Ferreira,Padrão,180.0,250.0,3.0,2.0,2.0,2.0,4.0,580000,65721
S,Casas,São Carlos,1,JARDIM REAL,São Paulo,RUA MOISÉS JOÃO MUSSA,Padrão,80.0,125.0,2.0,1.0,1.0,1.0,2.0,210000,65712
S,Casas,São Carlos,1,Jardim das Torres,São Paulo,Rua Doutor Gipsy Garcia Ferreira,Padrão,230.0,250.0,3.0,4.0,2.0,2.0,6.0,530000,65711
S,Casas,São Carlos,1,Jardim das Torres,São Paulo,Rua Doutor Gipsy Garcia Ferreira,Sobrado,237.15,250.0,3.0,3.0,4.0,4.0,4.0,650000,65710
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,65.0,100.0,2.0,2.0,2.0,2.0,3.0,265000,65697
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,450.0,598.0,5.0,6.0,6.0,6.0,10.0,3700000,65693
S,Casas,São Carlos,1,Jardim Munique,São Paulo,Rua Oswaldo Denari,Padrão,145.0,250.0,3.0,1.0,2.0,2.0,3.0,400000,65689
S,Casas,São Carlos,1,Vila Costa do Sol,São Paulo,Rua Rui Barbosa,Padrão,129.65,389.58,2.0,1.0,3.0,3.0,2.0,586500,65670
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,AV. ARNOLDO ALMEIDA PIRES,Padrão,90.0,128.7,2.0,2.0,2.0,2.0,2.0,130000,65666
S,Casas,São Carlos,1,Parque Primavera,São Paulo,Rua José de Paula Lattanzio,Padrão,139.97,180.0,3.0,1.0,2.0,2.0,3.0,380000,65665
SL,Casas,São Carlos,1,Cidade Jardim,São Paulo,RUA DOS CRAVOS,Comercial,250.0,360.0,3.0,3.0,3.0,3.0,5.0,800000,65659
S,Casas,São Carlos,1,Conjunto Habitacional Santa Angelina,São Paulo,RUA RAUL GARCIA RODRIGUES,Padrão,110.0,138.0,2.0,1.0,2.0,2.0,2.0,220000,65655
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,Rua Manoel José Serpa,Sobrado,412.0,720.0,4.0,5.0,6.0,6.0,8.0,1600000,65648
SL,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Orlando de Oliveira,Padrão,200.0,200.0,3.0,3.0,2.0,2.0,4.0,530000,65638
S,Casas,São Carlos,1,Jardim Cardinalli,São Paulo,Rua Pastor Cyrus Basset Dawsey,Condomínio,150.0,200.0,3.0,2.0,2.0,2.0,4.0,695000,65637
S,Casas,São Carlos,1,Vila Monteiro (Gleba I),São Paulo,Rua Enéas Camargo,Padrão,130.0,179.0,4.0,1.0,2.0,2.0,4.0,280000,65635
SL,Casas,São Carlos,1,Conjunto Habitacional Dom Constantino Amstalden,São Paulo,Rua Hend Cury,Padrão,150.0,150.0,3.0,2.0,2.0,2.0,4.0,250000,65634
S,Casas,São Carlos,1,ROMEU TORTORELLI,São Paulo,Rua Luiz Carlos Bortolani,Sobrado,119.5,135.0,2.0,1.0,2.0,2.0,2.0,435000,65633
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,221.3,384.0,3.0,3.0,4.0,4.0,6.0,1700000,65623
SL,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,Rua Francisco Marigo,Padrão,133.21,368.0,2.0,2.0,2.0,2.0,3.0,250000,65590
SL,Casas,São Carlos,1,Parque Santa Mônica,São Paulo,Rua Madre Saint Bernard,Padrão,400.0,600.0,4.0,4.0,6.0,6.0,6.0,1000000,65589
S,Casas,São Carlos,1,SÃO JOÃO BATISTA,São Paulo,Rua Mariano Garcia Carrasco,Padrão,130.0,130.0,1.0,1.0,0.0,0.0,1.0,250000,65588
SL,Casas,São Carlos,1,Vila Boa Vista,São Paulo,Rua João Cristofaro dos Reis,Padrão,180.0,251.5,3.0,4.0,4.0,4.0,5.0,460000,65579
S,Casas,São Carlos,1,Parque Santa Mônica,São Paulo,Avenida José Gonçalves Carneiro,Padrão,305.0,810.0,4.0,6.0,5.0,5.0,7.0,2000000,65569
S,Casas,São Carlos,1,Conjunto Habitacional Planalto Verde,São Paulo,Avenida Julio Francisco,Sobrado,175.0,121.0,3.0,3.0,1.0,1.0,4.0,320000,65562
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,224.0,427.0,3.0,5.0,4.0,4.0,6.0,1850000,65539
S,Casas,São Carlos,1,Jardim Gibertoni,São Paulo,RUA HUMBERTO MANELLI,Padrão,161.85,250.0,3.0,3.0,0.0,0.0,5.0,570000,65534
S,Casas,São Carlos,1,Planalto Paraíso,São Paulo,Rua Nestor de Campos,Padrão,178.0,360.0,3.0,2.0,4.0,4.0,4.0,620000,65532
S,Casas,São Carlos,1,CENTRO,São Paulo,RUA SÃO SEBASTIÃO,Padrão,133.15,200.0,3.0,1.0,0.0,0.0,3.0,532000,65530
S,Casas,São Carlos,1,AZULVILLE,São Paulo,Rua Professor Caio de Figueredo Silva,Padrão,100.0,150.0,2.0,1.0,2.0,2.0,2.0,280000,65521
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Alameda das Pitangueiras,Condomínio,395.0,740.0,4.0,3.0,6.0,6.0,6.0,2950000,65520
S,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Av. AVENIDA PEDRO MUSZKAT,Padrão,168.0,250.0,3.0,3.0,2.0,2.0,4.0,1050000,65509
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Francisco Lopes,Padrão,105.0,170.0,3.0,2.0,2.0,2.0,4.0,270000,65506
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Palmeiras,Condomínio,485.0,980.0,4.0,3.0,4.0,4.0,7.0,4200000,65487
S,Casas,São Carlos,1,Vila Brasília,São Paulo,RUA GUATEMALA,Padrão,218.0,320.0,2.0,1.0,2.0,2.0,2.0,550000,65482
S,Casas,São Carlos,1,Jardim Beatriz,São Paulo,Rua João Ribeiro de Souza Filho,Padrão,110.15,150.0,2.0,2.0,2.0,2.0,3.0,320000,65477
S,Casas,São Carlos,1,BOA VISTA,São Paulo,RUA DOUTOR JOÃO SABINO,Padrão,100.0,125.0,2.0,1.0,2.0,2.0,2.0,350000,65461
S,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,Rua Sebastião de Abreu Sampaio,Sobrado,150.0,125.0,3.0,2.0,0.0,0.0,4.0,400000,65460
S,Casas,São Carlos,1,SANTA FELICIA,São Paulo,Rua Doutor Jonas Novaes,Padrão,140.0,150.0,3.0,2.0,2.0,2.0,4.0,350000,65459
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Magnólias,Condomínio,264.37,302.5,3.0,6.0,4.0,4.0,6.0,1870000,65456
S,Casas,São Carlos,1,Jardim Bandeirantes,São Paulo,RUA ABRAHÃO JOÃO,Padrão,158.0,250.0,3.0,2.0,1.0,1.0,4.0,400000,65452
S,Casas,São Carlos,1,Jardim de Cresci,São Paulo,RUA NEIDE SAMPAIO,Padrão,153.66,310.55,3.0,2.0,6.0,6.0,3.0,550000,65439
S,Casas,São Carlos,1,BOA VISTA,São Paulo,RUA DOUTOR JOÃO SABINO,Padrão,120.0,125.0,3.0,2.0,2.0,2.0,4.0,500000,65430
S,Casas,São Carlos,1,Cidade Aracy,São Paulo,RUA NATALINO SBAMPATO,Sobrado,270.0,150.0,3.0,5.0,1.0,1.0,4.0,300000,65425
S,Casas,São Carlos,1,Vila Prado,São Paulo,AV. SALLUM,Padrão,109.0,152.32,3.0,1.0,1.0,1.0,3.0,320000,65410
SL,Casas,São Carlos,1,Centreville,São Paulo,Rua Antônio Rodrigues Cajado,Padrão,150.0,100.0,3.0,2.0,2.0,2.0,4.0,410000,65396
S,Casas,São Carlos,1,Jardim Paraíso,São Paulo,JOAQUIM RODRIGUES BRAVO,Kitnet,120.0,163.87,6.0,6.0,2.0,2.0,6.0,480000,65378
SL,Casas,São Carlos,1,Centreville,São Paulo,Rua Antônio Rodrigues Cajado,Padrão,150.0,100.0,3.0,2.0,2.0,2.0,4.0,410000,65369
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,Avenida República do Líbano,Padrão,280.0,350.0,3.0,,2.0,2.0,3.0,450000,65360
S,Casas,São Carlos,1,Parque Fehr,São Paulo,Rua Gervásio Cyrino,Padrão,89.0,250.0,2.0,2.0,2.0,2.0,3.0,522000,65355
S,Casas,São Carlos,1,Parque Industrial,São Paulo,RUA JULIANO PAROLO,Padrão,48.0,150.0,2.0,2.0,2.0,2.0,2.0,244000,65261
S,Casas,São Carlos,1,Jardim Pacaembu,São Paulo,AV. PACAEMBU,Padrão,60.0,144.65,2.0,1.0,2.0,2.0,2.0,290000,65256
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Ray Wesley Herrick,Condomínio,178.36,300.0,3.0,2.0,2.0,2.0,4.0,1250000,65255
S,Casas,São Carlos,1,Jardim Acapulco,São Paulo,RUA MADRE TEREZA DE CALCUTA,Padrão,164.0,250.0,3.0,3.0,2.0,2.0,5.0,660000,65250
S,Casas,São Carlos,1,CIDADE ARACY II,São Paulo,RUA JOSÉ FRANCISCO BICALETTO,Padrão,54.3,125.0,2.0,1.0,2.0,2.0,2.0,180000,65249
S,Casas,São Carlos,1,Portal do Sol,São Paulo,Rua Doutor Omar Pacheco Souza,Padrão,155.0,155.0,2.0,2.0,2.0,2.0,3.0,479000,65236
S,Casas,São Carlos,1,BELVEDERE,São Paulo,Rua Ernesto Chiari,Padrão,124.5,138.0,2.0,2.0,2.0,2.0,3.0,280000,65227
S,Casas,São Carlos,1,Parque Santa Marta,São Paulo,Avenida Américo Walter Buchvieser,Sobrado,355.0,355.0,5.0,4.0,4.0,4.0,7.0,1777000,65225
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Francisco Correa Bueno,Padrão,90.0,250.0,2.0,1.0,2.0,2.0,2.0,350000,65208
S,Casas,São Carlos,1,Vila Morumbi,São Paulo,Avenida Morumbi,Padrão,142.5,165.0,3.0,1.0,0.0,0.0,3.0,380000,65162
S,Casas,São Carlos,1,Parque Sisi,São Paulo,Rua Riskalla Hadad,Sobrado,225.0,225.0,3.0,2.0,5.0,5.0,4.0,350000,65153
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Palmeiras,Condomínio,410.0,450.0,4.0,4.0,2.0,2.0,8.0,2050000,65144
S,Casas,São Carlos,1,Vila Celina,São Paulo,RUA ROTARY CLUB,Padrão,49.0,250.0,1.0,1.0,4.0,4.0,1.0,270000,65135
S,Casas,São Carlos,1,Vila Prado,São Paulo,AV. SALLUM,Padrão,288.52,450.0,3.0,1.0,2.0,2.0,3.0,550000,65133
S,Casas,São Carlos,1,Parque Sisi,São Paulo,Rua Jean Piaget,Edícula em condomínio,166.0,305.0,3.0,2.0,4.0,4.0,4.0,1160000,65127
S,Casas,São Carlos,1,Vila Prado,São Paulo,Rua Ananias Evangelista de Toledo,Padrão,140.0,150.0,2.0,1.0,2.0,2.0,2.0,320000,65123
S,Casas,São Carlos,1,Parque Faber Castell,São Paulo,Passeio das Magnólias,Condomínio,165.0,360.15,3.0,3.0,2.0,2.0,5.0,1299000,65122
S,Casas,São Carlos,1,Jardim Paulistano,São Paulo,Rua Paulo Elias,Padrão,150.0,121.8,3.0,2.0,1.0,1.0,3.0,325000,65117
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,75.0,100.0,2.0,1.0,1.0,1.0,2.0,197000,65114
S,Casas,São Carlos,1,BOA VISTA,São Paulo,Rua Maestro Adolpho Raimundo Caputo,Padrão,174.05,250.0,2.0,2.0,1.0,1.0,3.0,372000,65097
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,195.0,375.0,3.0,5.0,4.0,4.0,6.0,1490000,65069
S,Casas,São Carlos,1,Jardim de Cresci,São Paulo,Rua Maria Bernardete R. Ferrari,Sobrado,289.15,300.0,3.0,3.0,2.0,2.0,4.0,850000,65058
SL,Casas,São Carlos,1,Jardim Bicão,São Paulo,Rua Manoel Dias,Padrão,140.0,200.0,3.0,2.0,1.0,1.0,3.0,350000,65055
S,Casas,São Carlos,1,Vila Monteiro (Gleba I),São Paulo,Rua Belarmino Indalécio de Souza,Comercial,200.0,500.0,,1.0,3.0,3.0,,1000000,65048
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,202.3,392.17,3.0,3.0,2.0,2.0,4.0,1600000,65044
S,Casas,São Carlos,1,Residencial Samambaia,São Paulo,Av. AVENIDA PEDRO MUSZKAT,Condomínio,175.0,364.0,3.0,2.0,2.0,2.0,4.0,1093000,65034
S,Casas,São Carlos,1,CENTRO,São Paulo,Rua Padre Teixeira,Padrão,173.4,308.7,3.0,2.0,2.0,2.0,4.0,550000,65027
SL,Casas,São Carlos,1,Vila Boa Vista 1,São Paulo,Rua Capitão Manoel Alves Carneiro,Padrão,142.0,142.0,2.0,2.0,2.0,2.0,3.0,290000,64979
S,Casas,São Carlos,1,Portal do Sol,São Paulo,Rua Paulino Gonçalves,Padrão,151.0,180.0,4.0,3.0,2.0,2.0,5.0,535000,64968
S,Casas,São Carlos,1,Portal do Sol,São Paulo,Rua Doutor Omar Pacheco Souza,Padrão,114.0,300.0,2.0,2.0,4.0,4.0,3.0,530000,64966
S,Casas,São Carlos,1,Jardim Jóckei Club A,São Paulo,Rua Ray Wesley Herrick,Condomínio,182.2,305.0,3.0,3.0,2.0,2.0,6.0,1270000,64958
S,Casas,São Carlos,1,Jardim São João Batista,São Paulo,RUA JOAQUIM DA CRUZ PENALVA,Padrão,109.07,130.0,2.0,1.0,1.0,1.0,2.0,195000,64956
S,Casas,São Carlos,1,RESIDENCIAL ITAMARATI,São Paulo,RUA CIDADE SHIBATA,Padrão,0.0,250.0,2.0,2.0,2.0,2.0,3.0,450000,64946
SL,Casas,São Carlos,1,Jardim Mercedes,São Paulo,RUA ALFEO AMBROGIO,Padrão,450.0,450.0,3.0,3.0,4.0,4.0,4.0,585000,64945
S,Casas,São Carlos,1,Vila Boa Vista,São Paulo,RUA QUINTINO BOCAIÚVA,Padrão,85.54,175.0,2.0,1.0,2.0,2.0,2.0,492000,64942
S,Casas,São Carlos,1,Vila Brasília,São Paulo,RUA HONDURAS,Padrão,324.0,525.0,5.0,6.0,4.0,4.0,5.0,700000,64930
SL,Casas,São Carlos,1,Cidade Jardim,São Paulo,Al DOS NARCISOS,Padrão,125.0,180.0,2.0,2.0,2.0,2.0,2.0,320000,64922
S,Casas,São Carlos,1,Parque Tecnológico Damha,São Paulo,RUA MIGUEL DAMHA,Condomínio,260.0,493.0,3.0,4.0,4.0,4.0,6.0,2200000,64910
SL,Casas,São Carlos,1,Centro,São Paulo,RUA RIACHUELO,Padrão,108.64,133.7,2.0,2.0,1.0,1.0,2.0,350000,64906
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Condomínio,65.0,65.0,2.0,2.0,1.0,1.0,3.0,230000,64885
S,Casas,São Carlos,1,Jardim Santa Paula,São Paulo,Rua Célio Barbosa da Silva,Padrão,207.75,555.0,3.0,2.0,4.0,4.0,4.0,1200000,64865
S,Casas,São Carlos,1,DOURADINHO,São Paulo,Rua Maria Aparecida Jacinto de Moraes,Padrão,149.0,172.5,4.0,3.0,2.0,2.0,5.0,383000,64858
S,Casas,São Carlos,1,Parque Delta,São Paulo,RUA CÂNDIDO SOBREIRA,Padrão,100.0,125.0,3.0,2.0,2.0,2.0,4.0,325000,64856
S,Casas,São Carlos,1,Parque Fehr,São Paulo,Rua Antônio Estrozi,Padrão,205.0,250.0,3.0,2.0,2.0,2.0,4.0,770000,64852
SL,Casas,São Carlos,1,Parque Faber Castell,São Paulo,OUT DOS CURIÓS,Condomínio,350.0,350.0,5.0,5.0,4.0,4.0,9.0,2025000,64840
S,Casas,São Carlos,1,Jardim Cruzeiro do Sul,São Paulo,Rua Allan Kardec,Padrão,107.0,165.0,2.0,2.0,2.0,2.0,3.0,373000,64816
S,Casas,São Carlos,1,Conjunto Habitacional Santa Angelina,São Paulo,Rua Alcides Talarico,Padrão,46.0,180.0,1.0,1.0,2.0,2.0,1.0,120000,64814
S,Casas,São Carlos,1,Jardim Ipanema,São Paulo,AV. OTTO WERNER ROSEL,Padrão,41.0,41.0,2.0,1.0,1.0,1.0,2.0,190000,64810
S,Casas,São Carlos,1,Vila Arnaldo,São Paulo,RUA RAFAEL DE ABREU SAMPAIO VIDAL,Padrão,111.81,669.0,3.0,1.0,1.0,1.0,3.0,675000,64804
S,Casas,São Carlos,1,Jardim das Torres Prolongamento,São Paulo,Rua Joffre Augusto Ribeiro de Souza,Padrão,48.0,132.0,2.0,1.0,1.0,1.0,2.0,260000,64798
S,Casas,São Carlos,1,Jardim Hikari,São Paulo,Rua João Tonissi,Padrão,169.5,250.0,3.0,2.0,2.0,2.0,4.0,730000,64791
S,Casas,São Carlos,1,Parque Espraiado,São Paulo,Rua da Alta Tecnologia,Comercial,150.0,300.0,3.0,2.0,2.0,2.0,4.0,920000,64780
S,Casas,São Carlos,1,Condomínio Residencial Montreal,São Paulo,Avenida Professora Maria de Cresci Leopoldino,Condomínio,359.0,490.29,4.0,4.0,4.0,4.0,6.0,3000000,64778
SL,Casas,São Carlos,1,Cidade Jardim,São Paulo,Al DAS CRISANDÁLIAS,Padrão,243.09,360.0,3.0,2.0,2.0,2.0,4.0,852000,64760
S,Casas,São Carlos,1,Jardim Embaré,São Paulo,Rua Fortunato Dovigo,Padrão,195.0,250.0,3.0,2.0,2.0,2.0,4.0,520000,64750
S,Casas,São Carlos,1,Vila Jacobucci,São Paulo,RUA ANTENOR RODRIGUES CAMARGO,Sobrado,180.0,150.0,2.0,1.0,2.0,2.0,2.0,220000,64749
