indType,Property_Category,namCondominium,District,Street_name,property_subcategory,numNumber,Built_up_area,Area_total,Bedroom,Bathroom,totalGarages,totalRooms,valSales,latitude,longitude,totalAccess,flgHighlight,Property tax,Condominium,prop_char_95
S,Apartamentos,,Romeu Santini,Rua Aldo de Cresci,Padrão,29,,52,2,1,1,2,130000,,,82,0,,,52
S,Casas,,ARNOLD SCHIMIDT,Avenida Trabalhador Sancarlense,Padrão,75,100,150,6,6,2,6,480000,,,52,0,,,
S,Terreno,,Cidade Jardim,Alameda das Rosas,Lote,0,0,265,,,,,270000,-22.00153,-47.89586,108,0,,,
S,Casas,Moradas São Carlos I,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,1455,75,100,2,1,2,2,215000,-21.98484,-47.93834,142,0,,125,
S,Casas,,Vila Boa Vista 1,Rua Martim Luther King,Padrão,1212,350,350,3,1,2,3,431000,-22.03388,-47.90399,66,0,60,,
SL,Casas,,Vila Prado,AV. SALLUM,Comercial,887,350,430,2,2,,2,900000,-22.02913,-47.89881,106,0,155,,
SL,Casas,,VILA MONTEIRO,RUA DONA ALEXANDRINA,Comercial,218,145,257.98,3,1,5,4,700000,-22.02453,-47.88942,311,0,105,,
S,Comercial,,Jardim Paraíso,Rua Paulino Botelho de Abreu Sampaio,Sala,1052,,435,,3,4,,2128000,-22.00745,-47.90083,94,0,277.43,,237.12
SL,Casas,,Vila Prado,RUA SÃO PIO X,Padrão,363,160,200,2,2,1,2,405000,-22.02905,-47.8973,1049,0,40,,
S,Casas,,Jardim Beatriz,Rua Irineu Rios,Padrão,606,257.76,295,4,2,1,4,550000,,,80,0,,,
S,Apartamentos,Edifício Roberto Martinez,Núcleo Residencial Silvio Vilari,RUA EPISCOPAL,Cobertura,1616,,146,3,3,1,5,550000,-22.02739,-47.8915,248,0,173,800,146
S,Casas,,Jardim Embaré,Avenida Clemente Talarico,Sobrado,90,232,322.7,3,2,4,4,648000,-21.97208,-47.93618,266,0,0,,
S,Casas,,Jardim Paulistano,RUA DO ESTADO,Padrão,120,194.62,330,3,1,2,3,210000,-21.99379,-47.89554,201,0,,,
S,Casas,,Jardim Santa Maria II,Rua Bento da Silva Cezar,Padrão,170,93,270,2,1,,2,149000,-22.00071,-47.86692,135,0,,,
S,Casas,Condomínio Parque Residencial Damha IV,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1601,281.92,331.88,3,3,4,6,1800000,-21.9649,-47.89672,215,0,,0,
S,Casas,,VARJÃO,rua 3,Chácara,15,,500,2,1,,3,350000,,,142,0,,,
S,Casas,,Parque Delta,RUA JOÃO BREGAGNOLO,Padrão,229,89.5,129,2,1,1,2,295001,-21.99137,-47.89466,147,0,0,,
S,Apartamentos,Edifício Jardim dos Girassóis ,Cidade Jardim,Al DAS HORTÊNCIAS,Padrão,105,,55,2,1,1,2,270000,,,149,0,,0,47
S,Casas,,Cidade Aracy,RUA JOSÉ GALUCCI,Padrão,317,100,125,2,1,2,2,140000,-22.05793,-47.90274,301,0,,,
S,Apartamentos,Edifício são Nicolau de Flue,CENTRO,Rua Major José Inácio,Padrão,1757,,200,3,4,3,6,2120001,-22.01684,-47.89327,383,0,700,1600,200
S,Apartamentos,Edifício Atlantis Residence,Parque Faber Castell,Passeio das Palmeiras,Padrão,425,,,3,2,2,4,1180000,-22.01629,-47.91655,362,0,0,0,102
S,Terreno,,Jardim Cruzeiro do Sul,Rua Francisco Marigo,Padrão,0,,162.25,,,,,149000,-22.04275,-47.88919,131,0,,,
S,Casas,,Jardim Medeiros,Rua Antônio Meneghelli,Padrão,85,125,160,2,2,2,3,298001,-22.04028,-47.91078,185,0,0,,
S,Casas,Condomínio Santa Lucia ,Jardim Tangará,Rua Victório Bonucci,Condomínio,735,97,105,2,1,2,2,290000,-22.0134846,-47.8549305,278,0,0,0,
S,Casas,Condomínio Residencial Bosque de São Carlos ,Residencial Samambaia,Avenida Pedro Muszkat,Sobrado,1000,220,250,3,1,4,4,1030000,-21.96438,-47.88917,364,0,0,285,
S,Apartamentos,Edifício Pietá ,Jardim Lutfalla,RUA JACINTO FAVORETO,Padrão,593,,45,1,1,,1,310000,-22.0059,-47.89231,162,0,,230,45
S,Casas,,Parque Fehr,Avenida João Crnkovic,Padrão,595,344,536,3,2,3,4,798000,-21.9811598,-47.9377616,387,0,,,
SL,Apartamentos,Parque Monte Everest ,Parque Fehr,Servidão de Passagem João Deriggi,Padrão,181,,45,2,1,1,2,160000,-21.97879214,-47.93982983,485,0,,,45
S,Apartamentos,Spazio Mont Royal,Distrito Industrial Miguel Abdelnur,Avenida Doutor Heitor José Reali,Padrão,1031,,54,2,1,1,2,220000,-22.04005535,-47.87732363,57,0,,250,
S,Terreno,,Jardim do Bosque,Rua 2,Lote,1,,253.32,,,,,140000,,,69,0,,,
S,Casas,,Vila Monteiro (Gleba I),Rua São Joaquim,Padrão,1455,300,400,3,2,3,4,1383000,-22.01354,-47.88889,163,0,,,
S,Casas,Condomínio Residencial Quebec,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Condomínio,755,175,308.28,3,3,2,6,1200000,,,159,0,,0,
S,Casas,,Parque Fehr,Rua Gervásio Cyrino,Padrão,333,210,250,3,2,2,4,637000,-21.98016,-47.9398,250,0,,,
S,Casas,,DOURADINHO,TVS JOÃO ANTÔNIO TORNICH,Padrão,224,172.5,150,2,3,2,3,430000,,,197,0,0,,
SL,Casas,,Loteamento São Carlos Club,RUA VINTE E OITO DE SETEMBRO,Comercial,2699,382,540,4,5,4,8,1200001,-22.0102,-47.88428,528,0,150,,
S,Casas,,Jardim Cruzeiro do Sul,Avenida Papa Paulo VI,Sobrado,927,275,300,3,2,2,4,400000,-22.0433098,-47.8862552,98,0,0,,
S,Terreno,,Jardim Bandeirantes,Rua Miguel João,Lote,15,0,355,,,,,373000,-22.00096,-47.90719,111,0,74.36,,
S,Apartamentos,Residencial Monte Dos Andes,Residencial Monsenhor Romeu Tortorelli,AV. JOÃO STELLA,Padrão,480,,55,2,1,1,2,175000,,,473,0,35,252,45
S,Casas,,CENTRO,Rua Joaquim Evangelista de Toledo,Padrão,15,167.21,186,3,2,2,4,290000,-22.02863,-47.89292,223,0,77.45,,
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,251.37,,,,,200000,-21.95781293,-47.88708687,89,0,0,0,
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,200000,-21.95781293,-47.88708687,79,0,0,0,
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,200000,-21.95781293,-47.88708687,109,0,0,0,
S,Apartamentos,Edifício Residencial Urbana,Centro,Rua Padre Teixeira,Padrão,3485,,98,2,2,2,3,620000,-22.01384,-47.87636,871,0,0,660,78.5
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,220000,-21.95781293,-47.88708687,126,0,0,0,
S,Casas,,Jardim Bandeirantes,RUA PADRE JOSÉ LOPES DE OLIVEIRA,Padrão,110,80,150,2,2,2,3,266000,,,115,0,0,,
S,Casas,,Planalto Paraíso,RUA SEBASTIÃO DE MORAES,Padrão,242,251,360,3,4,4,4,1100000,-22.00808,-47.91141,325,0,,,
S,Casas,,Jardim Nova São Carlos,Rua Antônia Tirza Sanches Dinucci,Padrão,80,89.25,150,2,1,2,2,320001,-22.03039,-47.87242,153,0,,,
S,Comercial,,Jardim Santa Paula,Rua Franklim Brasiliense,Loja,175,,42,,1,0,,245001,-21.99978,-47.90083,130,0,17.2,,0
S,Casas,,Parque Fehr,Rua José Luiz Caron,Sobrado,339,208,250,3,4,2,4,800000,-21.97979,-47.93937,142,0,,,
S,Casas,,CENTRO,RUA FLÁVIO WELLICHAN,Padrão,56,146.68,245,3,1,1,3,350000,-22.01,-47.88551,118,0,0,,
S,Casas,,Jardim Tangará,Avenida Dom Carmine Rocco,Sobrado,237,476,258,2,3,6,3,590000,-22.0136724,-47.8561436,92,0,,,
S,Apartamentos,Edificio Via Campus,Jardim Macarengo,Rua Adolfo Catani,Padrão,433,,45,1,1,1,2,280000,-22.0066753,-47.8852969,427,0,100,173.36,40
S,Casas,,Jardim Veneza,Rua Nelcio Torresam,Padrão,119,125,110,2,2,2,3,350000,-22.00821,-47.85844,99,0,0,,
S,Apartamentos,Edifício Parque Monte Amazonas ,Jardim Hikari,RUA VICENTE PETRILLI,Padrão,401,,45,2,1,1,2,176000,-21.9931593,-47.901216,212,0,0,0,45
S,Casas,Edifício Residencial Sempre Verde 1/2,Recreio São Judas Tadeu,AV. GREGÓRIO AVERSA,Condomínio,0,45,100,2,1,2,2,215000,-22.03368,-47.86471,226,0,,70,
S,Terreno,,Centro,RUA DONA ALEXANDRINA,Comercial,1565,,710,,,,,4000000,-22.01194,-47.88995,91,0,0,,
S,Casas,,Parque Industrial,Rua Itagibá Cardoso de Toledo,Padrão,75,55.19,150,2,1,1,2,250001,-21.98777,-47.9022,182,0,0,,
S,Terreno,Condomínio Parque Residencial Damha I ,Parque Tecnológico Damha,RUA MIGUEL DAMHA,Condomínio,1000,,598,,,,,798000,-21.9649,-47.89672,164,0,0,0,
S,Casas,,Vila Monteiro (Gleba I),RUA DOM PEDRO II,Padrão,454,193.98,319.51,4,2,1,4,470000,-22.02264,-47.88751,257,0,0,,
S,Apartamentos,Edifício Atlantis Residence,Parque Faber Castell,Passeio das Palmeiras,Padrão,425,,107,3,2,2,4,1060000,-22.01629,-47.91655,889,0,323.06,680,107
S,Terreno,,Vila São José,Rua José Leme Marques,Padrão,1075,,150,,,,,150000,-22.00312,-47.87387,138,0,,,
S,Casas,,SANTA FELICIA,Rua Antônio Carlos Ferraz de Salles,Padrão,702,76.1,150,2,1,2,2,290000,-21.99603,-47.91932,188,0,39.99,,
S,Casas,Residencial Grand Ville,Planalto Paraíso,Rua Noêmia Sampaio de Souza,Condomínio,55,183.13,327.28,4,3,2,5,770000,-22.00546,-47.90963,595,0,0,687,
S,Terreno,,Jardim São João Batista,Rua Mariano Garcia Carrasco,Padrão,684,,250,,,,,199000,-22.0013761,-47.876172,96,0,,,
S,Casas,,Vila Brasília,RUA HONDURAS,Padrão,400,114,125,2,1,1,2,289000,-22.00005,-47.87522,120,0,,,
S,Apartamentos,Edifício Apiacás,Centro,RUA SETE DE SETEMBRO,Padrão,1320,,78,2,1,1,2,389000,-22.0161749,-47.89308,396,0,,0,78
S,Apartamentos,Spazio Mont Royal,Distrito Industrial Miguel Abdelnur,Avenida Doutor Heitor José Reali,Padrão,1031,,,2,1,1,2,164900,-22.04005535,-47.87732363,115,0,37.48,0,48.2
S,Casas,,SANTA FELICIA,Rua Francisco Gentil de Guzzi,Padrão,459,180,400,3,2,5,3,800000,-21.9992,-47.92311,481,0,117,,
S,Terreno,,Jardim Embaré,Rua Francisco Correa Bueno,Residencial,0,,250,,,,,155000,-21.96721,-47.93858,64,0,0,,
S,Terreno,,Jardim Embaré,Rua Francisco Correa Bueno,Residencial,0,,250,,,,,155000,-21.96721,-47.93858,88,0,0,,
S,Casas,Moradas São Carlos II,Jardim Ipanema,AV. OTTO WERNER ROSEL,Padrão,1111,47,,2,2,2,3,275000,-21.98484,-47.93834,182,0,0,130,
S,Rural,,Aporá de São Fernando ,Rua 05,Chácara,13,150,,3,2,,4,586000,,,124,0,0,,
S,Apartamentos,Edifício Spazio Monte Azul,Distrito Industrial Miguel Abdelnur,Av. DR. HEITOR JOSE REALI,Padrão,1426,,50,2,1,1,2,171000,,,349,0,42.37,224,50
SL,Terreno,,Cidade Aracy,Rua Lourenço Mascarin,Comercial,1034,250,250,,,,,138000,-22.061,-47.9051,179,0,35,,
S,Terreno,,Jardim Tangará,RUA DOMINGOS DE ANGELIS,Lote,168,,250,,,,,188000,-22.0180298,-47.8544915,110,0,14,,
S,Apartamentos,Edifício Residencial Riverside,Jardim Gibertoni,Rua Humberto Manelli,Padrão,200,,,2,2,1,3,280000,-22.0187394,-47.9062841,364,0,,0,55
S,Terreno,,ARCOVILLE,Rua Mario de Cico,Lote,,,200,,,,,135000,,,83,0,0,,
S,Terreno,,Residencial Arcoville,Rua Doze,Padrão,,,200,,,,,106000,,,79,0,0,,
S,Terreno,,Residencial Arcoville,Rua Doze,Padrão,,,200,,,,,106000,,,61,0,0,,
S,Terreno,,Residencial Arcoville,Rua Sete,Lote,,,240,,,,,150000,,,110,0,0,,
S,Apartamentos,Edifício Parque das Arvores ,Parque Sabará,Rua Doutor Marino Costa Terra,Padrão,370,,55,2,1,1,2,250000,-22.0116,-47.86503,151,0,0,235000,55
SL,Apartamentos,Edifício Parque das Arvores ,Parque Sabará,Rua Doutor Marino Costa Terra,Padrão,370,,56,2,1,1,2,235000,,,126,0,50,200,56
S,Casas,,Cidade Jardim,Al DAS HORTÊNCIAS,Padrão,63,122.54,216,3,2,4,4,405000,-22.0024,-47.89459,688,0,67.47,,
S,Casas,Moradas São Carlos II,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,1111,,100,3,2,2,4,265000,-21.98484,-47.93834,245,0,,140,
S,Casas,,Jardim Ipanema,AV. OTTO WERNER ROSEL,Padrão,1111,43,43,3,2,2,4,265000,,,190,0,,,
S,Casas,,Jardim São João Batista,Rua Antônio Blanco,Padrão,1181,180,260,3,2,2,4,550001,,,73,0,,,
S,Casas,,Jardim Brasil,Rua Dona Maria Izabel de Oliveira Botelho,Padrão,2040,150,300,3,1,2,3,500000,,,103,0,,,
S,Comercial,,Jardim São Carlos,RUA JESUÍNO DE ARRUDA,Ponto,1649,,906.74,,,,,1500000,-22.01965,-47.89499,151,0,253,,
S,Terreno,,Jardim Embaré,Rua Syllas da Silva Rosa,Padrão,,,250,,,,,150000,,,60,0,,,
S,Terreno,,Jardim Embaré,Rua Syllas da Silva Rosa,Padrão,,,250,,,,,150000,,,79,0,0,,
S,Apartamentos,Parque Monte Europa,Recreio São Judas Tadeu,AV. GREGÓRIO AVERSA,Padrão,500,,49.54,2,1,1,2,180000,-22.0334045,-47.865737,93,0,0,170,49.54
S,Casas,,CENTRO,RUA BENTO CARLOS,Padrão,1568,69,241.2,2,1,5,2,350000,-22.0223,-47.87944,265,0,0,,
S,Terreno,,Residencial Arcoville,Rua Doutor Valdir Santoro,Padrão,462,,220,,,,,171000,-21.961,-47.93228,149,0,0,,
S,Casas,Residencial Parque Fehr,Parque Fehr,Rua Ernane Stefane,Condomínio,277,65,250,1,1,6,1,380001,-21.981,-47.9399,527,0,0,0,
S,Casas,,Cidade Aracy,Rua Professor Nelson Camargo Lima,Padrão,115,70,125,2,1,2,2,212000,-22.05408,-47.9151,139,0,,,
S,Apartamentos,Parque Monte Europa,Recreio São Judas Tadeu,AV. GREGÓRIO AVERSA,Padrão,500,,43,2,1,1,2,160000,,,127,0,,240,43
S,Apartamentos,Edifício Manaus,Jardim Gibertoni,RUA CORONEL CARLOS SIMPLICIO RODRIGUES,Padrão,75,,80,3,3,2,4,400000,,,157,0,,350,80
S,Casas,,SANTA FELICIA,Rua Emílio Mário Ribas,Padrão,305,130,150,3,2,2,4,380001,,,264,0,,,
S,Casas,Moradas São Carlos I,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,1455,65.1,164.54,3,2,2,4,266000,-21.98484,-47.93834,330,0,,125,
S,Casas,Moradas São Carlos II,Jardim Ipanema,AV. OTTO WERNER ROSEL,Condomínio,1111,51,86,2,2,2,3,213000,-21.98484,-47.93834,1115,0,35,160,
S,Apartamentos,Ed. Romeu Santini - Bloco 7,Romeu Santini,Rua Octávio Carlos Damiano,Padrão,7,,,2,1,1,2,144000,-22.02642,-47.91507,114,0,,0,56
S,Casas,Residencial São Domingos ,Jardim Tangará,Rua Victório Bonucci,Condomínio,480,49,165.68,2,1,2,2,290000,-22.01417,-47.85492,256,0,0,100,
S,Apartamentos,ROMEU SANTINI BLOCO 10,Romeu Santini,Rua Joaquim Ninelli,Padrão,10,,51,2,1,1,2,115000,-22.02608,-47.91531,1506,0,,110,51
S,Apartamentos,Edifício Estilo Club,CENTRO,Rua OSWALDO DE ASSIS PEREIRA,Padrão,76,,65,2,2,1,3,450000,-22.01002387,-47.89577723,276,0,0,0,65
S,Casas,,Jardim Cardinalli,Rua Irmã Maria São Félix,Padrão,538,100,150,3,2,2,4,400000,-22.01856,-47.87082,916,0,76,,
S,Casas,Condomínio Residencial Quebec,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Padrão,755,210,308,3,4,2,6,1150000,,,244,0,,0,
S,Apartamentos,Spazio Monte Logan ,SANTA FELICIA,TVS FRANCISCO LATORRE PRIMO,Padrão,12,,,2,1,2,2,130000,-21.9991606,-47.9165322,237,0,0,0,42
S,Apartamentos,Condomínio Mont Park ,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Padrão,475,,,2,1,1,2,138000,-21.98461,-47.89507,204,0,0,150,48
S,Apartamentos,Spazio Mont Royal,Distrito Industrial Miguel Abdelnur,Avenida Doutor Heitor José Reali,Padrão,1031,,45,2,1,1,2,160000,-22.04005535,-47.87732363,112,0,,230,45
S,Apartamentos,Edifício Mirante Araucária ,Jardim Alvorada,Rua Luiz Barbosa de Campos,Padrão,142,,57,2,1,1,2,374000,-22.010009,-47.9079282,179,0,0,210,57
S,Comercial,,CENTRO,AV. AVENIDA SÃO CARLOS,Salão,816,,153.72,,1,2,,1000000,-22.01787,-47.89073,114,0,0,,77.4
S,Apartamentos,Residencial Ana Paula ,Vila Rancho Velho,Rua Theodolina Modena Coca,Padrão,85,,55,2,1,1,2,180852,-22.01084,-47.86918,189,0,0,0,55
S,Casas,,Jardim Jóckei Club A,Rua Rio Araguaia,Padrão,496,131.81,165,2,1,2,2,255000,-21.98224,-47.90003,160,0,,,
S,Terreno,,Salto do Monjolinho,Estrada Municipal Cônego Washington José Pera,Residencial,0,,250,,,,,139000,,,268,0,0,,
S,Apartamentos,Edifício CDHU,Vila Izabel,Rua Coronel José Augusto de Oliveira Salles,Padrão,874,,40,2,1,1,2,81000,-22.03716,-47.88445,591,0,17,0,40
S,Casas,,BOA VISTA,Rua Antônio Frederico Ozanan,Padrão,1637,262,242,2,1,2,2,640000,-22.03508,-47.90937,72,0,0,,
S,Terreno,,Parque dos Flamboyant,Rua DOLORES SALDANHA WENZEL,Padrão,0,,160,,,,,171000,-21.97909,-47.94538,125,0,,,
S,Casas,,Jardim Bandeirantes,Rua Miguel João,Padrão,220,180.1,300,3,3,2,4,480000,-22.00279,-47.90352,133,0,,,
S,Casas,,SANTA FELICIA,Rua Joaquim Augusto Ribeiro de Souza,Padrão,1072,160,180,2,1,2,2,293000,-21.9975475,-47.9221052,144,0,,,
S,Casas,,Cidade Aracy,Rua Antônio Prata Vieira,Padrão,174,80.8,125,2,1,2,2,187000,-22.0603,-47.89383,211,0,,,
S,Casas,,Cidade Aracy,Rua Lourenço Mascarin,Padrão,404,51,125,2,1,2,2,181000,-22.061,-47.9051,203,0,,,
S,Casas,,Cidade Aracy,RUA JOÃO PRIGENSI,Padrão,100,240,250,4,4,4,6,300000,-22.05649,-47.91742,135,0,0,,
S,Casas,,Jardim Beatriz,Rua João Ribeiro de Souza Filho,Padrão,660,,244.9,3,3,2,4,490000,,,128,0,0,,
S,Terreno,,Jardim Paulista,Rua Coriolano José Gibertoni,Padrão,25,,205,,,,,160000,,,124,0,,,
S,Apartamentos,Edifício Amazonas - Residencial Coriolano Gibertoni,Jardim Gibertoni,RUA CORONEL CARLOS SIMPLICIO RODRIGUES,Padrão,85,,75,3,2,2,4,430000,-22.0192,-47.90772,176,0,,460,75
S,Casas,,Jardim Medeiros,Rua Antônio Ferreira de Menezes,Padrão,26,88,150,2,2,2,3,100000,-22.03926,-47.91243,248,0,,,
S,Apartamentos,Wish Parque Faber ,Parque Faber Castell,Passeio das Magnólias,Padrão,345,,76,3,1,2,3,595000,-22.01308,-47.91926,342,0,0,750,76
S,Apartamentos,Residencial Monte Dos Andes,Residencial Monsenhor Romeu Tortorelli,AV. JOÃO STELLA,Padrão,480,,45,2,1,1,2,199400,,,408,0,18.02,252.94,45
S,Apartamentos,Edifício Residencial Bosque dos Ipês,Recreio São Judas Tadeu,AV. GREGÓRIO AVERSA,Padrão,637,,49,2,1,1,2,192001,-22.03368,-47.86506,235,0,,268,49
S,Casas,,Jardim Bandeirantes,Rua Frei Junipero Serra,Padrão,71,179,300,2,1,1,2,450000,-22.0025,-47.90498,143,0,,,
S,Casas,,Cidade Aracy,Rua José Lotumulo,Padrão,41,70,250,2,2,6,3,214000,-22.0532609,-47.9016812,53,0,,,
S,Rural,,VALE DO UIRAPURU,Rua Jacyntho Passarelli,Chácara,0,195,,2,1,,2,650001,,,241,0,0,,
S,Apartamentos,Edifício Terraço dos Manacás ,Parque Arnold Schimidt,Rua Luiz Vaz de Toledo Piza,Padrão,222,,45,1,1,,1,180000,-22.00355,-47.89355,300,0,50,300,45
S,Apartamentos,Edifício Jardim das Torres ,Jardim das Torres,RUA DOUTOR ANTÔNIO STELLA MORUZZI,Padrão,300,,44,2,1,1,2,133000,-22.0335399,-47.911186,282,0,0,0,44
S,Casas,,Centreville,RUA MARCOLINO LOPES BARRETO,Padrão,2201,200,246.5,3,4,3,6,426000,-22.00962,-47.88215,232,0,0,,
S,Casas,Residencial Parque Fehr,Parque Fehr,Avenida Carmem Aparecida Garcia,Condomínio,229,290,292,3,3,2,4,777000,-21.9783351,-47.9346674,201,0,,110,
S,Casas,Moradas São Carlos III,Jardim Ipanema,AV. OTTO WERNER ROSEL,Padrão,811,65,80,3,2,3,4,320000,-21.98484,-47.93834,999,0,26,166.56,
S,Rural,,Aporá de São Fernando ,RUA 01 (TRECHO C),Chácara,172,,,3,1,,3,600000,,,172,0,0,,
S,Casas,,Centro,RUA SETE DE SETEMBRO,Padrão,3182,173.17,426.94,2,1,,2,742000,-22.01593,-47.87937,181,0,,,
S,Terreno,,ANTENOR GARCIA,Rua Isak Falgén,Padrão,0,,150,,,,,45000,,,83,0,,,
S,Casas,,JARDIM REAL,Rua Antônio Spaziani,Padrão,227,145,250,3,1,2,3,352000,-22.00319,-47.872,83,0,,,
S,Casas,,SANTA FELICIA,Rua Sebastião de Moraes,Padrão,668,104.81,150,3,2,2,4,480000,-22.00619,-47.91527,219,0,0,,
S,Apartamentos,Edifício Vermont,Parque Faber Castell,Passeio das Palmeiras,Padrão,420,,64,2,2,2,3,620000,,,364,0,,0,64
S,Casas,,Vila Brasília,Rua Eugênio de Andrade Egas,Padrão,146,,640,3,1,,3,350000,-21.9991768,-47.8866153,145,0,,,
S,Casas,Condomínio Residencial Quebec,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Padrão,755,161.38,308,3,3,2,5,970000,,,331,0,,360,
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,165000,-21.95781293,-47.88708687,331,0,,0,
S,Casas,Condomínio Faixa Azul,Residencial Samambaia,Av. AVENIDA PEDRO MUSZKAT,Padrão,911,160,250,3,3,2,4,600000,-21.96297,-47.88913,758,0,0,200,
S,Apartamentos,Edifício Cidade Jardim,Parque Arnold Schimidt,Rua Thomaz Antônio Gonzaga,Padrão,333,,66,1,1,1,1,225000,-22.00173,-47.89623,45,0,45,276,66
S,Casas,,Vila Prado,RUA DOUTOR BERNARDINO DE CAMPOS,Padrão,903,155,185,2,1,2,2,532000,-22.02925,-47.89763,636,0,64.5,,
S,Casas,,Residencial Samambaia,RUA BORLANGE,Padrão,80,160,250,2,2,2,3,532001,-21.95566,-47.88394,193,0,0,,
S,Rural,Tibaia de São Fernando I,TIBAIA DE SÃO FERNANDO,Estrada Ernesto Pinca,Chácara,0,,,3,3,2,5,2500000,-21.93018,-47.88943,153,0,0,0,
S,Apartamentos,Edifício Jaçanã ,CENTRO,Rua Miguel Petroni,Padrão,501,,38.78,1,1,1,1,140000,-22.00619,-47.90019,177,0,20,150,
S,Casas,,Parque Santa Marta,AV. DEMÉTRIO MITRE,Padrão,30,272.9,666.27,4,2,3,5,600000,-21.99862,-47.90913,350,0,0,,
S,Terreno,,Jardim Embaré,Rua Francisco Correa Bueno,Padrão,75,,250,,,,,160000,-21.97108,-47.93478,101,0,,,
S,Terreno,,Vila Arnaldo,Rua Miguel Giometti,Padrão,42,,931,,,,,1500000,,,87,0,,,
S,Casas,,Jardim Centenário,Rua Borba Gato,Padrão,248,88.63,165,2,2,2,3,310000,-21.9989,-47.90467,89,0,0,,
S,Casas,,Cidade Aracy,Rua Lázaro Santos,Padrão,339,103.5,125,2,1,1,2,203001,-22.05607,-47.9075,864,0,67.11,,
S,Casas,,Vila Nossa Senhora de Fátima,Rua Francisco Crestana,Padrão,659,230,294,3,1,5,3,350000,-22.00548,-47.86927,77,0,,,
S,Apartamentos,Edifício Vitruviano ,Vila Costa do Sol,Rua Rui Barbosa,Kitnet,2540,,27,1,1,,1,181000,-22.00315,-47.88709,145,0,56,200,27
S,Casas,Village Paineiras ,Jardim Nossa Senhora Aparecida,Rua Aristides de Santi,Condomínio,6,98,170,3,2,2,4,555000,-22.02631,-47.8708,357,0,130,515,
S,Casas,,Vila Jacobucci,RUA PRIMO LAZZARINI,Padrão,65,,572,2,1,3,2,400000,-22.00938,-47.8696,69,0,,,
S,Casas,,CENTRO,RUA SETE DE SETEMBRO,Padrão,2854,,300,2,1,1,2,400000,-22.01598,-47.8827,98,0,,,
S,Apartamentos,Condomínio Rio das Pedras,Parque Arnold Schimidt,AV. FRANCISCO PEREIRA LOPES,Padrão,2259,,41,1,1,1,1,235001,-22.0008235,-47.9000427,214,0,0,250,41
S,Apartamentos,Edifício Spazio Monte Azul,Distrito Industrial Miguel Abdelnur,Av. DR. HEITOR JOSE REALI,Padrão,1426,,49,2,1,1,2,171000,,,101,0,,0,49
S,Terreno,Condomínio Recanto do Sabiá ,Residencial Samambaia,Avenida Francisco Falvo,Condomínio,876,,250,,,,,179000,-21.95781293,-47.88708687,128,0,0,0,
S,Terreno,,Jardim Ipanema,Avenida Romualdo Villani,Comercial,0,,250,,,,,266000,-21.98793,-47.92956,332,0,0,,
S,Apartamentos,Edifício Jose Rodrigues ,CENTRO,Rua Miguel Petroni,Padrão,370,,45,2,1,,2,203000,-22.00676,-47.89957,1258,0,33,200,45
S,Apartamentos,Condomínio Spazio Monte Olimpo,Recreio São Judas Tadeu,AV. GREGÓRIO AVERSA,Padrão,450,,45,2,1,1,2,200000,-22.0333618,-47.8660525,754,0,43,0,45
S,Casas,,Loteamento Habitacional São Carlos 2,Rua Professor Péricles Soares,Padrão,47,180,200,3,2,3,3,380000,-21.99165,-47.92457,131,0,0,,
S,Terreno,Residencial Villeneuve,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Condomínio,2816,,240,,,,,230001,-21.96235031,-47.90999293,113,0,0,259,
S,Apartamentos,Edifício Village Folhas ,Jardim Centenário,Rua João Ramalho,Padrão,600,,46.76,2,1,1,2,270000,-22.0003126,-47.9050141,300,0,0,0,46.76
S,Casas,Condomínio Village Damha II,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Condomínio,1601,257,306,4,2,4,6,1500000,-21.97934,-47.89713,457,0,225,580,
S,Casas,Condomínio Parque Faber III,Parque Faber Castell,Passeio das Magnólias,Condomínio,1041,312.28,586.46,4,5,4,8,1800001,-22.01265,-47.91967,528,0,,450,
S,Casas,,Jardim Munique,Rua Oswaldo Denari,Padrão,810,120,200,3,3,2,4,500000,-22.00038,-47.85721,702,0,50,,
