indType,Property_category,District,Street_name,Property_subcategory,numNumber,Built_uparea,Area_total,Bedroom,Bathroom,Grages,totalRooms,valLocation,latitude,longitude,totalAccess,flgHighlight,prop_char_95,Property_tax
L,Comercial,Vila Monteiro (Gleba I),Rua São Paulo,Sala,577,,16,,,,,778,,,327,0,16,
L,Comercial,Vila Monteiro (Gleba I),Rua São Paulo,Sala,577,,25,,,,,889,,,237,0,25,
L,Comercial,CENTRO,Rua Sete de Setembro,Sala,3134,,13.82,,1,1,,980,-22.01594,-47.89884,534,0,13.82,85.76
L,Comercial,CENTRO,Rua Sete de Setembro,Sala,3134,,14.79,,1,1,,980,-22.01594,-47.89884,208,0,14.79,87.43
L,Apartamentos,Vila Brasília,Rua Eugênio de Andrade Egas,Kitnet,220,,35,1,1,1,1,650,-21.9989699,-47.8861739,864,0,35,50
L,Apartamentos,Parque Arnold Schimidt,Rua Thomaz Antônio Gonzaga,Padrão,85,,35,1,1,,1,1100,-22.00171,-47.89754,223,0,35,19
L,Casas,CENTRO,RUA MAJOR JOSÉ INÁCIO,Padrão,1686,132,150,3,2,4,4,2000,-22.01705,-47.89404,390,0,,96
L,Apartamentos,Parque Arnold Schimidt,Rua Luiz Saia,Kitnet,158,,35,1,1,,1,778,-22.00181,-47.90124,789,0,35,
SL,Comercial,Vila Prado,RUA DOUTOR BERNARDINO DE CAMPOS,Barracão,1667,,170,,1,,,3000,-22.03516,-47.8937,1856,0,170,
L,Comercial,Distrito Industrial Miguel Abdelnur,Rua João Abdelnur,Barracão,370,,1700,,2,,,6113,-22.04043,-47.87356,331,0,373,154.38
L,Comercial,Loteamento Habitacional São Carlos 1,RUA DOUTOR PROCÓPIO TOLEDO MALTA,Salão,875,,20,,1,0,,889,-21.9943,-47.92006,283,0,20,0
SL,Apartamentos,Parque Arnold Schimidt,AV. FRANCISCO PEREIRA LOPES,Padrão,2259,,41,1,1,1,1,1334,-22.00081,-47.90003,951,0,41,
SL,Apartamentos,Parque Arnold Schimidt,AV. FRANCISCO PEREIRA LOPES,Padrão,2259,,41,1,1,1,1,1334,-22.00081,-47.90003,682,0,41,
L,Comercial,CENTRO,RUA EPISCOPAL,Ponto,2695,,140,,2,,,4445,-22.00638,-47.89208,256,0,140,90
SL,Apartamentos,Jardim Embaré,Rua Ray Wesley Herrick,Padrão,5441,,48,2,1,1,2,834,-21.97513,-47.93328,1470,0,48,35
L,Comercial,Jardim Beatriz,RUA PROFESSORA ELYDIA BENETTI,Salão,1225,,40,,1,,,667,,,554,0,40,38
L,Comercial,Parque Novo Mundo,Rua Joel Barnabé,Galpão,212,,10.8,,2,4,,13335,-22.06552,-47.886,272,0,730,
L,Comercial,Vila Izabel,RUA SANTA GERTRUDES,Salão,825,,120,,1,,,2223,-22.03645,-47.88432,214,0,,0
L,Comercial,Jardim Paulistano,Rua Iwagiro Toyama,Salão,390,,70,,1,,,945,,,333,0,70,71
L,Comercial,Jardim Jóckei Club A,Rua Rio Paranapanema,Salão,140,,40,,1,,,800,,,233,0,40,35
SL,Apartamentos,SANTA FELICIA,Avenida Bruno Ruggiero Filho,Cobertura,101,,159,3,2,2,4,2600,-22.01063063,-47.91448832,1460,0,131.48,75
SL,Casas,Parque Santa Mônica,RUA QUINZE DE NOVEMBRO,Padrão,646,441.51,614,5,4,4,8,8000,-22.0125,-47.9044,1022,0,,654
SL,Comercial,Jardim São Carlos,Rua Conde do Pinhal,Prédio,2765,,1010,,6,6,,12000,,,259,0,758,0
L,Comercial,RESIDENCIAL ITAMARATI,Rua Winston Monteiro Ricetti,Salão,360,,250,,2,,,1778,,,345,0,250,50
L,Comercial,CENTRO,Rua Major José Inácio,Ponto,1700,,402,,1,,,3334,-22.01699,-47.894,341,0,70,235.37
SL,Apartamentos,Parque Arnold Schimidt,Rua Thomaz Antônio Gonzaga,Padrão,333,,66,1,1,1,1,1090,-22.00173,-47.89623,626,0,66,50
L,Apartamentos,Jardim Paraíso,Rua Doutor Serafim Vieira de Almeida,Studio,795,,39,1,1,1,1,1250,-22.00952,-47.90376,436,1,39,46
SL,Casas,Parque Tecnológico Damha,Avenida Miguel Damha,Condomínio,1000,386,587,4,4,4,8,8889,-21.96523586,-47.89675355,582,0,,550
L,Casas,Jardim Pacaembu,Avenida Maranhão,Sobrado,522,120,220,3,2,4,4,1612,,,212,0,,80
L,Comercial,Chácara São João,Rua Quinze de Novembro,Galpão,3835,,1200,,1,,,12001,-22.01231,-47.8737,312,0,1200,0
SL,Apartamentos,Parque Faber Castell,Passeio das Magnólias,Padrão,345,,76,2,1,2,3,3000,-22.01308,-47.91926,1362,0,76,0
SL,Casas,Cidade Aracy,AV. ARNOLDO ALMEIDA PIRES,Comercial,755,280,350,4,9,2,5,4000,-22.05414,-47.90712,335,0,,84.91
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Salão,2247,,100,,1,,,2778,-22.02021,-47.89332,219,0,100,0
L,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Salão,2241,,100,,1,,,2779,,,163,0,100,0
L,Comercial,Vila Brasília,RUA LUIZ MARTINS RODRIGUES,Salão,833,,50,,1,,,1200,-21.99938,-47.88307,496,0,50,
L,Comercial,Jardim Santa Maria II,Avenida Capitão Luiz Brandão,Galpão,2200,,300,,1,,,2667,-22.00084,-47.86635,267,0,300,
SL,Casas,Jardim Beatriz,Rua Francisco Schiavone,Sobrado,853,342.25,250,4,3,5,5,3350,-22.0331,-47.90803,620,0,,310
L,Apartamentos,SANTA FELICIA,Rua Affonso Botelho de Abreu Sampaio,Padrão,80,,35,1,1,1,1,834,-21.99871,-47.91324,98,0,35,75
L,Casas,CENTRO,Rua José Bonifácio,Padrão,1509,112.04,158.6,2,1,2,2,2224,-22.01541,-47.89385,758,0,,73.72
SL,Apartamentos,Vila Brasília,Rua Costa Rica,Cobertura,75,,90,2,2,1,3,1956,-21.99555,-47.88186,510,0,90,90
L,Apartamentos,Parque Arnold Schimidt,Rua Miguel Alves Margarido,Padrão,280,,45,2,2,1,3,2500,-22.00328,-47.89482,533,0,45,145
L,Apartamentos,Centro,Rua Marechal Deodoro,Padrão,1460,,74,2,2,2,3,2556,-22.01527076,-47.89613127,133,0,74,156
SL,Apartamentos,CENTRO,Rua Major José Inácio,Padrão,1985,,210,3,3,1,4,1801,,,1433,0,210,180
L,Apartamentos,Jardim Paraíso,JOAQUIM RODRIGUES BRAVO,Kitnet,75,,30,1,1,1,1,600,-22.00872,-47.9005,862,0,30,
SL,Apartamentos,Jardim Bethânia,Rua Padre Teixeira,Padrão,1357,,280,4,3,3,6,6000,-22.01409,-47.89711,1042,0,280,360
L,Casas,Jardim Jóckei Club A,RUA RAY WESLEY HERRICK,Condomínio,1500,270,316.5,3,4,2,6,7223,-21.98329,-47.89541,342,0,,310
L,Terreno,Jardim Ipanema,Avenida Romualdo Villani,Comercial,0,,250,,,,,889,-21.98808,-47.92951,239,0,,60
SL,Comercial,Vila Prado,Rua Cândido Padim,Sobrado,215,,250,3,2,3,3,2300,,,282,0,250,157
L,Comercial,CENTRO,RUA MAJOR JOSÉ INÁCIO,Sala,1738,,40,,2,,,1113,,,355,0,40,
L,Comercial,CENTRO,RUA MAJOR JOSÉ INÁCIO,Sala,1738,,120,,2,,,5556,,,164,0,120,
L,Comercial,Centro,RUA MAJOR JOSÉ INÁCIO,Sala,1738,,24,,2,,,1334,,,119,0,,
L,Comercial,CENTRO,RUA MAJOR JOSÉ INÁCIO,Sala,1738,,14,,2,,,1257,,,108,0,,
L,Apartamentos,CENTRO,Rua Sete de Setembro,Padrão,1291,,30,1,1,,1,1290,,,93,0,,13
SL,Casas,Jardim São Carlos,Rua Treze de Maio,Padrão,2538,174.89,348.21,4,1,4,4,1445,-22.01889,-47.89904,571,0,,140
L,Comercial,Vila São José,Rua José Leme Marques,Barracão,245,,,,1,,,1700,,,559,0,70,0
SL,Apartamentos,Jardim Paraíso,Rua Conselheiro João Alfredo,Kitnet,540,,30,1,1,,1,990,,,965,0,30,50
L,Comercial,Jardim Brasil,Rua Eugênio Franco de Camargo,Barracão,1909,,306,,,12,,2778,-22.01439,-47.87809,476,0,306,110
L,Apartamentos,Vila Celina,RUA ARTHUR DE OLIVEIRA LIMA,Kitnet,258,,30,1,1,,1,566,-21.9947168,-47.8882352,354,1,30,
SL,Terreno,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Padrão,1730,,750,,,,,3334,,,361,0,,
SL,Comercial,Jardim Maracanã,RUA PROFESSOR ANTÔNIO MUNHOZ,Barracão,91,,300,,1,,,4500,,,515,0,223.54,104
SL,Apartamentos,Jardim Paraíso,Rua Paulino Botelho de Abreu Sampaio,Padrão,1057,,71,2,2,1,3,1334,-22.00766,-47.90101,1943,0,71,
SL,Casas,Vila Costa do Sol,Rua Presidente Vargas,Padrão,644,215,700,4,7,6,8,5556,-22.00106,-47.88243,317,0,,380
L,Comercial,Vila Marina,Avenida Professor Luiz Augusto de Oliveira,Loja,91,,100,,2,,,17778,-21.99632,-47.89086,177,0,100,1011.02
SL,Apartamentos,Jardim Paulistano,Rua Antônio Fischer dos Santos,Padrão,159,,40,1,1,1,1,1112,-21.99707,-47.89852,770,0,40,52
L,Casas,CENTRO,RUA SÃO SEBASTIÃO,Comercial,1456,600,800,4,4,10,4,10001,,,469,0,,150
L,Apartamentos,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,500,,50,2,1,1,2,667,-22.03341208,-47.86691666,1235,0,50,34.07
L,Comercial,Centro,RUA SÃO SEBASTIÃO,Prédio,2341,,300,,2,6,,3800,,,374,0,150,192.6
L,Casas,Jardim Lutfalla,RUA JACINTO FAVORETO,Padrão,1067,200,300,4,4,3,7,2000,,,497,0,,161
L,Comercial,Jardim São Carlos,Rua Geminiano Costa,Salão,519,,50,,1,,,3800,,,205,0,50,
L,Comercial,Jardim São Carlos,Rua Geminiano Costa,Sala,519,,50,,1,,,1000,,,227,0,50,
SL,Comercial,Jardim São Carlos,AV. COMENDADOR ALFREDO MAFFEI,Barracão,1540,,2540,,4,,,35000,-22.01717,-47.89849,1819,0,2540,
L,Comercial,Vila Monteiro (Gleba I),RUA SÃO JOAQUIM,Galpão,130,,4000,,4,,,15001,,,229,0,1200,2500
L,Casas,Jardim Munique,Rua José Nazzari,Padrão,126,85,125,3,1,2,3,889,-21.99708,-47.86411,158,0,,
L,Casas,Vila Monteiro (Gleba I),Rua Marcolino Lopes Barreto,Padrão,462,150,70,2,1,1,2,1200,-22.02534,-47.88162,1502,0,,
L,Comercial,CENTRO,RUA SETE DE SETEMBRO,Ponto,2671,,250,,1,,,2556,-22.01582,-47.88448,384,0,131,82.96
SL,Apartamentos,Vila Costa do Sol,Rua José de Alencar,Padrão,247,,31.8,1,1,1,1,1223,-22.00287,-47.88863,618,0,31.8,73
L,Apartamentos,Residencial Parati,Travessa Francisco Latorre Primo,Padrão,180,,50,2,1,1,2,1334,,,275,0,50,77
L,Comercial,Centro,RUA MAJOR JOSÉ INÁCIO,Salão,2940,,175,,2,,,4600,-22.01688,-47.88179,278,0,175,
L,Comercial,Vila Sonia,Avenida Doutor Pádua Salles,Sala,52,,40,,1,,,779,,,179,0,40,0
L,Casas,Jardim Paraíso,Rua Princesa Isabel,Padrão,319,200,250,3,1,3,3,2501,,,603,0,,104.5
L,Casas,Condomínio Residencial Quebec,Avenida Professora Maria de Cresci Leopoldino,Condomínio,755,170,322,3,3,2,4,4500,-21.98472167,-47.93348908,1079,0,,160
L,Casas,Jardim Lutfalla,Rua Nove de Julho,Sobrado Condomínio,2585,450,1150,3,4,4,6,7900,-22.00656,-47.89306,553,0,,600
L,Casas,Chácara São Caetano,TVS ANTÔNIO GUARANTINI,Kitnet,113,40,40,1,1,,1,779,,,400,0,,30
L,Casas,Chácara São Caetano,TVS ANTÔNIO GUARANTINI,Kitnet,113,40,40,1,1,,1,778,,,330,0,,30
SL,Comercial,Jardim Munique,Rua José Nazzari,Galpão,100,,1000,,1,,,1701,,,368,0,760,516.26
L,Casas,Residencial Eldorado,Rua Miguel Petroni,Condomínio,4900,250,280,3,2,2,4,5556,,,681,0,,308.41
L,Casas,Romeu Santini,Rua Luiz Francisco Lui,Padrão,25,150,250,3,2,,3,1668,-22.02785,-47.91695,1224,0,,41.83
L,Apartamentos,Vila Rancho Velho,Rua Theodolina Modena Coca,Padrão,85,,50,2,1,1,2,600,,,1112,0,50,
L,Terreno,Vila Celina,Rua Anita Stella,Comercial,0,,2750,,,,,3001,-21.99423,-47.88922,418,0,,
L,Comercial,Jardim Brasil,Rua Major Manoel Antônio de Mattos,Sala,1400,,25,,1,,,1667,,,237,0,25,30
L,Comercial,Jardim Brasil,Rua Major Manoel Antônio de Mattos,Sala,1400,,25,,1,,,1667,,,106,0,25,30
L,Comercial,Jardim Brasil,Rua Major Manoel Antônio de Mattos,Sala,1400,,25,,1,,,1667,,,146,0,25,30
L,Casas,Jardim Araucária,Rua Antonio Selarim,Sobrado,31,150,160,3,2,2,4,2223,,,1868,0,,0
L,Casas,Cidade Jardim,Al DAS CRISANDÁLIAS,Padrão,648,200,300,3,2,2,4,3334,,,326,0,,208
SL,Comercial,Cidade Aracy,Rua Auto de Carvalho,Salão,414,,433.06,,2,,,6667,,,210,0,433.06,447.07
L,Casas,Vila Costa do Sol,Rua Antônio Rodrigues Cajado,Padrão,2067,250,150,3,3,1,4,1778,,,316,1,,98
L,Comercial,Vila Prado,RUA DOUTOR PEDRO DE SOUZA CAMPOS FILHO,Sala,776,,20,,1,,,889,,,292,0,20,0
L,Apartamentos,Distrito Industrial Miguel Abdelnur,Avenida Doutor Heitor José Reali,Garagem,1031,,45,2,1,1,2,590,-22.04005535,-47.87732363,264,0,45,36
SL,Apartamentos,Jardim Embaré,Rua Ray Wesley Herrick,Padrão,5441,,55,2,1,1,2,723,-21.97513,-47.93328,655,0,45,45
L,Comercial,CENTRO,AV. DOUTOR CARLOS BOTELHO,Sala,1816,,40,,1,,,834,,,515,0,40,0
L,Comercial,CENTRO,AV. DOUTOR CARLOS BOTELHO,Sala,1816,,40,,1,,,834,,,295,0,40,0
L,Comercial,CENTRO,AV. DOUTOR CARLOS BOTELHO,Sala,1816,,40,,1,,,834,,,670,0,40,0
L,Comercial,Centro,RUA SÃO SEBASTIÃO,Sala,1795,,40,,1,,,1089,,,303,0,40,0
L,Comercial,CENTRO,Avenida São Carlos,Salão,2123,,250,,2,,,3890,,,349,0,75,110
L,Apartamentos,Jardim Tangará,Rua Antônio Micucci,Kitnet,42,,35,1,1,,1,450,,,823,0,35,10
L,Apartamentos,Jardim Tangará,Rua Antônio Micucci,Kitnet,42,,35,1,1,,1,450,-22.0176,-47.85455,683,0,35,11
L,Apartamentos,Jardim Tangará,Rua Antônio Micucci,Kitnet,42,,35,1,1,,1,450,,,362,0,35,11.07
L,Comercial,Vila Monteiro (Gleba I),Rua São Joaquim,Prédio,1233,,330,,4,,,7778,,,244,0,,600
L,Comercial,Jardim Brasil,Rua Totó Leite,Ponto,711,,120,,1,,,1650,-22.02275,-47.87995,469,0,120,40.91
L,Comercial,Centreville,Rua Bento Carlos,Salão,469,,40,,1,,,800,,,257,0,40,62
SL,Terreno,Vila Prado,Rua Antônio Botelho,Comercial,486,,400,,,,,2778,-22.02833,-47.89869,439,0,,0
SL,Comercial,Vila Monteiro (Gleba I),Rua Dona Alexandrina,Prédio,876,,500,,4,,,8778,,,227,0,500,0
SL,Casas,Cidade Jardim,Avenida das Gardênias,Sobrado,251,185,180,4,3,4,6,2056,-21.9993,-47.8936,590,0,,80
SL,Casas,Vila Monteiro (Gleba I),Rua São Joaquim,Comercial,958,200,250,3,2,1,3,2778,,,680,0,,195
L,Casas,CENTRO,Rua Aquidaban,Comercial,778,120,200,3,2,,3,3929,,,677,0,,90
L,Casas,Cidade Jardim,RUA DOS CRAVOS,Kitnet,706,,35,1,1,,1,723,-21.99582,-47.89429,670,0,,0
L,Apartamentos,Vila Monteiro (Gleba I),Rua Dona Alexandrina,Padrão,1779,,200.68,3,2,2,4,3112,,,923,0,200.68,220
L,Casas,Vila Prado,Avenida Sallum,Comercial,1359,600,600,3,1,2,3,7000,,,180,0,,250
L,Comercial,CENTRO,Avenida São Carlos,Barracão,929,,517,,1,3,,6112,,,410,0,316.27,435
SL,Comercial,Jardim São Carlos,Rua Conde do Pinhal,Salão,2417,,90,,1,,,2000,-22.01764,-47.89801,895,0,90,40
SL,Comercial,Jardim Brasil,Rua Eugênio Franco de Camargo,Sobrado,1294,,230,3,2,2,4,4000,,,289,0,,0
SL,Casas,Jardim Brasil,Rua Eugênio Franco de Camargo,Padrão,2002,220,530,3,3,5,4,4000,,,698,0,,200
SL,Apartamentos,Jardim Gibertoni,Rua Porceno Marino,Padrão,115,,55.53,1,1,1,1,1000,-22.0195,-47.90883,1441,0,55.53,39
L,Casas,Jardim Nossa Senhora Aparecida,Rua José Meirelles,Padrão,231,90,200,2,1,2,2,1667,,,446,0,,
L,Comercial,Jardim São Carlos,Rua Jesuíno de Arruda,Salão,2445,,72,,2,,,1800,,,322,0,72,0
L,Apartamentos,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Garagem,475,,50,2,1,1,2,1556,,,272,0,50,
L,Apartamentos,Jardim Alvorada,Rua Flauzino Marques,Padrão,439,,48,2,1,1,2,2300,,,806,0,48,0
L,Casas,Residencial Vida Nova,João Alberto  dos Santos,Padrão,215,70,200,2,1,2,2,770,,,1811,0,,13
SL,Casas,Centreville,Rua Bento Carlos,Padrão,862,362,521,3,2,4,4,4501,,,491,0,,334.4
L,Comercial,Jardim Bandeirantes,Rua Miguel Petroni,Salão,1667,,144,,2,,,2223,,,97,0,144,125
SL,Casas,Cidade Aracy,Rua Miguel Rodrigues,Sobrado,183,120,140,2,2,2,4,1112,,,672,0,,27.67
L,Casas,Parque Santa Mônica,Rua Quinze de Novembro,Padrão,2579,180,300,2,3,4,4,3334,,,388,0,,200.31
SL,Comercial,Jardim Cruzeiro do Sul,Rua Allan Kardec,Barracão,1170,,260,,2,,,3888,,,607,0,260,245
L,Apartamentos,SANTA FELICIA,Rua Ambrósio dos Santos,Kitnet,647,,30,1,1,1,1,700,-22.0078929,-47.9153197,708,0,30,39
SL,Casas,Jardim Paraíso,Rua Princesa Isabel,Comercial,79,250,330,4,4,2,6,4500,,,742,0,,0
SL,Casas,Vila Monteiro (Gleba I),Rua Campos Salles,Sobrado,2175,400,650,4,4,2,5,5556,,,510,0,,0
L,Comercial,Cidade Aracy,Rua Aparecido Pandolfelli,Salão,289,,100,,1,,,1112,,,280,0,100,0
L,Apartamentos,CENTRO,Rua Sete de Setembro,Padrão,1320,,60,2,1,1,2,1112,,,1041,0,60,98
L,Apartamentos,CENTRO,Rua Marechal Deodoro,Padrão,2632,,35,1,1,,1,600,,,288,0,35,30
SL,Comercial,CENTRO,Rua Marechal Deodoro,Prédio,2318,,401.85,,2,10,,10000,-22.01513,-47.88795,316,0,377.33,0
L,Comercial,MARIA STELLA FAGA,Avenida João de Lourenço,Barracão,425,,150,,1,,,1778,,,79,0,150,
L,Comercial,Vila Prado,Avenida Teixeira de Barros,Salão,805,,25,,1,,,1100,-22.02832,-47.89673,285,0,25,
L,Apartamentos,CENTRO,Rua Padre Teixeira,Padrão,1667,,80,3,3,2,4,3030,,,168,0,80,
L,Apartamentos,Recreio São Judas Tadeu,Avenida Gregório Aversa,Padrão,325,,48,2,1,1,2,723,-22.03305,-47.86829,172,1,48,18
L,Terreno,Centro,Avenida São Carlos,Comercial,657,,500,,,,,4445,,,231,0,,200
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,18,,2,,,700,-22.01637,-47.89287,339,0,18,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,18,,3,,,700,-22.01637,-47.89287,280,0,18,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,18,,2,,,700,-22.01637,-47.89287,215,0,18,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,18,,2,,,700,-22.01637,-47.89287,277,0,18,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,18,,2,,,700,-22.01637,-47.89287,218,0,18,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,50,,2,,,1500,-22.01637,-47.89287,213,0,50,0
L,Comercial,Centro,Rua Nove de Julho,Salão,1515,,50,,2,,,1500,-22.01637,-47.89287,326,0,50,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,18,,2,,,700,-22.01637,-47.89287,276,0,18,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,70,,1,,,1500,-22.01637,-47.89287,240,0,70,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,18,,2,,,700,-22.01637,-47.89287,270,0,18,0
L,Comercial,Centro,Rua Nove de Julho,Sala,1515,,30,,2,,,1500,-22.01637,-47.89287,277,0,30,0
L,Comercial,CENTRO,Rua Nove de Julho,Sala,1515,,915,,4,,,13000,-22.01637,-47.89287,198,0,915,0
L,Comercial,Jardim Ipanema,Avenida Romualdo Villani,Salão,308,,250,,1,1,,1667,-21.98886,-47.9311,726,0,75,16
L,Comercial,Vila Prado,Avenida Sallum,Sala,1084,,30,,,,,945,-22.03071,-47.89805,377,0,30,
L,Comercial,Vila Prado,Avenida Sallum,Sala,1084,,30,,,,,945,-22.03071,-47.89805,324,0,30,0
L,Comercial,Vila Prado,Avenida Sallum,Sala,1084,,48,,,,,1000,-22.03071,-47.89805,329,0,48,0
L,Comercial,Vila Prado,Avenida Sallum,Sala,1084,,48,,1,,,1000,-22.03071,-47.89805,282,0,48,0
L,Comercial,SANTA FELICIA,Rua Roberto de Jesus Affonso,Salão,1429,,100,,2,0,,2778,-21.99959,-47.91629,273,1,100,50
L,Terreno,Jardim São Carlos,Rua General Osório,Comercial,374,,100,,,,,5000,-22.02176,-47.89577,359,0,,88
L,Comercial,Jardim São Carlos,Rua Comendador Alfredo Maffei,Salão,2360,,37,,2,,,3889,-22.02041,-47.89211,287,0,37,36
L,Comercial,Jardim São Carlos,Rua Conde do Pinhal,Loja,2187,,1173,,1,1,,1557,-22.0176977,-47.88893226,934,0,36.7,119
L,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,861,,111.62,3,3,2,6,4200,,,689,0,111.62,390
L,Comercial,Centro,Rua São Paulo,Sala,1242,,30,,1,,,1223,,,276,0,30,0
L,Casas,Jardim Bethânia,Rua Victor Manuel de Souza Lima,Padrão,1080,100,90,3,1,1,3,1778,-22.00717,-47.89975,1409,0,,0
L,Apartamentos,Centro,Rua João Oliveira Júnior,Kitnet,50,,35,1,1,1,1,2889,,,428,0,35,0
L,Casas,Jardim São Rafael,Rua Gervásio Alves de Oliveira,Padrão,259,91.58,250,3,2,2,4,2223,-22.01638,-47.85204,470,0,,60
L,Terreno,Cidade Aracy,Avenida Vicente Laurito,Comercial,26,,90,,,,,330,,,176,0,,30.99
L,Apartamentos,Cidade Jardim,Alameda das Hortências,Padrão,715,,30,1,1,1,1,890,,,586,1,30,
L,Casas,Cidade Jardim,Alameda das Crisandálias,Padrão,508,150,80,2,1,2,2,1112,,,1324,0,,10
L,Apartamentos,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Padrão,135,,60,3,1,1,3,667,-21.98655719,-47.89429662,451,1,60,
L,Casas,Loteamento Albertini,Rua Doutor Mário Duarte de Souza,Padrão,42,60,120,2,1,1,2,1112,,,332,0,,44
SL,Apartamentos,Jardim Jóckei Club A,Rua Ray Wesley Herrick,Padrão,135,,60,3,1,1,3,1112,-21.98655719,-47.89429662,830,0,60,80
SL,Casas,Vila Prado,Rua Doutor Bernardino de Campos,Padrão,626,79,165,2,2,2,2,1300,-22.02731,-47.89919,530,0,,
L,Casas,Jardim Nova Santa Paula,Rua Doutor Donato dos Santos,Padrão,93,100,100,2,1,1,2,1112,,,72,0,,81
L,Apartamentos,Cidade Jardim,Alameda dos Miosótis,Garagem,152,,60.4,2,2,1,2,1600,-22.00183,-47.89364,1648,0,47.06,65
L,Casas,Parque Paraíso,Rua Sebastião Sampaio Osório,Edícula,1070,45,,1,1,1,1,889,-22.00206,-47.91287,1798,0,,
L,Casas,CENTRO,Rua Marechal Deodoro,Comercial,2238,170,247.5,2,3,8,2,4500,-22.01513,-47.88868,402,0,,260
L,Apartamentos,Romeu Santini,Rua Joaquim Ninelli,Padrão,16,,40,2,1,1,2,779,,,235,0,40,0
L,Terreno,Centro,Rua Marechal Deodoro,Comercial,2850,,2500,,,,,3000,-22.01505,-47.88259,294,0,,605.23
L,Terreno,Cidade Jardim,Alameda dos Crisântemos,Comercial,0,,800,,,,,4445,,,173,0,,70
L,Terreno,Jardim Lutfalla,Rua Salomão Dibbo,Comercial,0,,330,,,,,1200,-22.0045,-47.89456,299,0,,70
L,Casas,Jardim Paulista,Rua Coriolano José Gibertoni,Padrão,855,110,125,2,1,1,2,1223,-22.02007,-47.9026,828,0,,111.75
L,Casas,Jardim Macarengo,Rua Tiradentes,Padrão,323,60,100,2,1,,2,1446,,,906,0,,130
L,Comercial,Jardim São Carlos,Avenida Comendador Alfredo Maffei,Sala,2948,,38,,1,,,1000,,,123,0,38,0
L,Comercial,Centro,Avenida São Carlos,Sala,2900,,100,,1,,,2223,-22.01327,-47.88246,671,0,40,0
SL,Casas,Cidade Jardim,Alameda dos Crisântemos,Padrão,598,225,360,2,1,8,2,2400,,,494,0,,78
L,Casas,Jardim Nova Santa Paula,Rua Doutor Donato dos Santos,Padrão,341,45,45,1,1,1,1,780,,,301,0,,24
SL,Casas,CENTRO,Rua Quinze de Novembro,Comercial,1276,,300,,3,,,5556,,,520,0,,500
SL,Casas,Vila Rancho Velho,Rua Josué Marques Martins,Padrão,3051,147.5,293,3,3,5,4,3334,,,462,0,,111.79
L,Apartamentos,SANTA FELICIA,Rua Affonso Botelho de Abreu Sampaio,Kitnet,80,,43,1,1,1,1,934,-21.99871,-47.91324,205,0,43,85
L,Casas,Vila Carmem,Rua Cesar Dacorso Filho,Edícula,1174,45,60,1,1,,1,723,,,332,0,,33.2
L,Apartamentos,Centro,Rua Episcopal,Padrão,2386,,50,2,1,1,2,1112,-22.00932,-47.89178,598,0,50,40
L,Terreno,Centro,Avenida São Carlos,Comercial,2779,,476,,,,,12000,,,258,0,,0
L,Apartamentos,Parque Faber Castell,Passeio das Palmeiras,Padrão,425,,134,3,4,3,6,6112,-22.01805,-47.91903,572,0,134,465
SL,Casas,Vila Prado,Rua Doutor Bernardino de Campos,Comercial,941,420,500,2,2,4,3,4000,,,255,0,,240
SL,Casas,Jardim Ipanema,Rua Ricardo de Assis Pereira,Padrão,111,180,300,2,2,2,3,2112,,,1028,0,,47
L,Casas,Jardim das Torres Prolongamento,Rua Professor Oscar Picchi,Padrão,249,120,250,2,1,2,2,1889,,,445,0,,92
L,Casas,Jardim São Carlos,Rua General Osório,Comercial,995,150,400,4,1,12,4,6667,-22.02148,-47.88971,319,0,,512
L,Terreno,Jardim Paraíso,Rua Professora Nicoleta Stella Germano,Comercial,48,250,250,,,,,4000,,,224,0,,201.54
L,Casas,Parque Belvedere,Rua Tadao Kamicado,Área de Lazer,123,316.95,741,4,3,5,6,4445,,,1454,0,,275
L,Apartamentos,Núcleo Residencial Silvio Vilari,Rua Episcopal,Padrão,1675,,85,2,1,1,2,1050,,,562,1,85,90
SL,Apartamentos,Núcleo Residencial Silvio Vilari,Rua Episcopal,Padrão,1675,,90,3,1,,3,2000,,,690,0,90,140
SL,Casas,Jardim Bandeirantes,Rua Padre Faustino,Padrão,66,150,200,3,2,,4,1900,-22.00221,-47.90604,1306,0,,80
L,Apartamentos,Cidade Jardim,Rua dos Cravos,Padrão,600,,40,1,1,1,1,890,-21.99731,-47.89495,886,1,40,
